state_index,seqid,band,intra_seqnum,extra_seqnum,intra_focus_mm,extra_focus_mm,group_id,pointing_twin_seqid,rtp_deg,ra_deg,dec_deg,mjd,altitude_deg,azimuth_deg,zenith_deg,airmass,seeing,dof_norm,dof_stratum,alt_stratum,rtp_stratum,n_detectors,detector_ids,detector_names,author_config,author_config_sha256,dof_json,source_block
166,997,i,333,334,-1.5,1.5,2034-03-04T09:12:11.722,6997,-3.036265,250.131474,8.784473,64025.383469,46.119928,30.77505,43.880072,1.385013,1.113147,0.608344,1,1,2,21,1;12;21;27;42;52;62;70;72;88;97;104;114;123;134;143;150;160;169;172;186,R01_S01;R02_S10;R03_S10;R10_S00;R11_S20;R12_S21;R13_S22;R14_S21;R20_S00;R21_S21;R22_S21;R23_S12;R24_S20;R30_S20;R31_S22;R32_S22;R33_S20;R34_S21;R41_S21;R42_S01;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_997/997.yaml,f925202585d8291512a47352e00b7fecf51865001d111ee563d197043d26cc3f,"[0.038446359541406,0.0329911925829079,0.0863611410796824,0.0250413956840288,-0.0175455914110678,0.03170351378233,-0.0115927066702143,0.0295756477669978,-0.1999367725842458,-0.0437440382631108,-0.092557663994694,0.0332511259836267,-0.0576886960432559,-0.034160846933412,0.1517933459952481,0.0574909790093279,-0.1094440204325805,0.0811811409077094,0.0427479566075558,0.0289791908142523,0.086538679959889,-0.1014910399528917,0.0773763075493129,0.0266267154182045,-0.0431224386260111,-0.0859634216735739,-0.0555598061283164,0.0216832533134039,-0.1157951513559189,0.0545586666948805,0.2004971077382815,-0.1275633920149172,0.0388035801317988,0.0227763285530305,0.1138787292932688,0.0561538000036929,0.1155726488492199,-0.1013752882401177,-0.0914714250954167,0.13991356753498,-0.0186567894093264,0.0208684631367962,-0.0179089088382299,0.0064862629984832,-0.0317044185317054,0.0619948823303238,0.2442059600439062,0.071470827501745,0.0493503318277611,-0.0205917991795983]",new_v2
167,1004,i,335,336,-1.5,1.5,2033-04-04T23:52:41.347,7004,75.324977,103.604782,-55.451127,63691.994923,61.93415,200.923337,28.06585,1.133299,1.066602,1.076556,2,2,4,21,3;10;22;33;41;52;55;64;74;82;92;99;113;117;132;136;150;156;170;171;184,R01_S10;R02_S01;R03_S11;R10_S20;R11_S12;R12_S21;R13_S01;R14_S01;R20_S02;R21_S01;R22_S02;R23_S00;R24_S12;R30_S00;R31_S20;R32_S01;R33_S20;R34_S10;R41_S22;R42_S00;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1004/1004.yaml,1d66fd498aa7bd6aca3f18d9c734b46190dabe1630dd131a8b3a1fca2d0f8eeb,"[0.1946684964538555,0.0082946338162047,0.2981966776973521,-0.221773672176851,0.2424948225689032,-0.0438013787774001,-0.1976011592456679,0.1667520215060758,-0.0658841122794997,-0.0930292950283223,0.1253731440887222,0.1425340801394942,-0.0227147738358711,0.0320501619157239,0.0888769025161322,0.0585848778567273,0.0476441966943716,-0.0804440296784539,0.0475807482095983,-0.0783863991215004,-0.1543647641405972,0.5421703061747161,0.1250746492154487,0.0956159967190422,0.1121881751839581,0.0988345454530746,-0.1394030554656851,-0.0354693016711533,0.05943833637088,0.3051462598510297,-0.0957186680790725,-0.1544817291915043,0.0622296290824903,-0.1384636262986625,0.0162061112820204,0.1431403062314525,-0.307527064091503,0.0128473716959993,0.0629724676913673,-0.1070109635925873,0.0360361521475071,-0.0074146038153786,0.2391571262502316,0.158456721478829,0.0435054048631071,0.0426787594321303,-0.0356065388792429,-0.115420846415577,0.0591367367586058,0.0397615839381162]",new_v2
168,1020,i,337,338,-1.5,1.5,2026-01-05T04:58:28.906,7020,-13.70296,65.548372,-9.411816,61045.207279,45.013734,288.487038,44.986266,1.419351,0.717725,0.773969,1,0,1,21,1;13;19;30;37;51;59;64;77;83;96;104;109;122;131;140;150;161;165;171;187,R01_S01;R02_S11;R03_S01;R10_S10;R11_S01;R12_S20;R13_S12;R14_S01;R20_S12;R21_S02;R22_S20;R23_S12;R24_S01;R30_S12;R31_S12;R32_S12;R33_S20;R34_S22;R41_S10;R42_S00;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1020/1020.yaml,a64faceb6b450035d9a2611651f2062d83320f779a1d511199d99102dc33ef60,"[0.1138819014313031,0.213392918103277,0.0457461006812756,0.0862120417210036,0.0195302749834146,0.103460451813994,0.0883474337219109,0.0653543863796114,0.1781564108755355,-0.1439204093718509,-0.1828955664346727,0.0657882834410871,0.2510206700221102,0.0363805779789955,0.0351094159546695,-0.0703163816578232,-0.1170900160926306,0.1437118699475722,0.0889858132779354,-0.0137539367819313,-0.0090876217313256,0.0459779747857754,-0.0217923297522768,-0.0577110916383407,-0.1728438772083568,0.0510848102422306,0.1362055342516119,-0.0409746646386838,-0.0329152312926636,-0.1294601670263408,-0.0719057284584398,0.0564144820958921,0.1150381170478638,-0.0941038914809661,-0.22450026858153,-0.0241366307736415,0.003058029618625,-0.0460635023544034,-0.249868696561813,-0.17612072299513,0.0061780418482638,-0.0076352635509459,-0.0996998868147448,-0.091846364855966,0.0889956844481211,0.0054358347178641,0.0317212137001804,0.0020724527119287,0.0062361533962045,-0.1535558248034656]",new_v2
169,1027,i,339,340,-1.5,1.5,2027-12-06T07:00:25.862,7027,-19.574627,74.19965,-31.925522,61745.291966,60.336446,257.780142,29.663554,1.153268,0.406227,1.113679,3,2,1,21,0;12;19;29;38;53;55;63;80;87;94;107;110;119;131;140;148;154;164;175;185,R01_S00;R02_S10;R03_S01;R10_S02;R11_S02;R12_S22;R13_S01;R14_S00;R20_S22;R21_S20;R22_S11;R23_S22;R24_S02;R30_S02;R31_S12;R32_S12;R33_S11;R34_S01;R41_S02;R42_S11;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1027/1027.yaml,f2553c4d532ada2cd02798d9ef44d6ba2d281714dc6a71bc151b1e76b26a5d47,"[0.1398858917275539,0.1951902785411287,-0.1727946303295997,-0.0803818962398141,-0.0483112817960389,0.1647683333101344,-0.1251349443085006,-0.2783306847107634,0.0878173684660949,0.4725586763488194,-0.0278040698016572,-0.1522008930656408,0.1141656167407416,0.1297482172664601,0.1434630767991505,0.1259582064724121,0.080276916317523,0.1479522785792016,-0.0998155797663083,-0.1000904326309851,0.1979964852794947,0.2801615153738401,-0.1055275463366541,0.0423583338891835,0.3711106714029715,-0.0173786960263485,0.163115838234919,0.1276894202775906,0.0022712764023873,0.1969074452759494,0.0179971993232667,-0.1490248895280917,0.2746994460250336,-0.0756375847768803,-0.0209354743950999,0.2507385973524006,0.0476669390860845,0.05978170260049,-0.1694008399834581,0.1839223253819364,0.042294517384314,-0.1203207129659094,-0.111690541794186,-0.0564483286871704,-0.1711114541868464,0.0125655904930026,-0.0117549277312004,-0.0754786405255716,0.0339167632299392,0.003799369033121]",new_v2
170,1028,i,341,342,-1.5,1.5,2031-11-01T00:16:09.235,7028,-59.893828,315.25877,-23.209448,63171.011218,72.692369,290.216441,17.307631,1.049128,0.654883,1.400297,4,3,0,21,8;10;24;33;39;49;59;66;74;88;98;105;108;118;129;141;151;154;164;174;180,R01_S22;R02_S01;R03_S20;R10_S20;R11_S10;R12_S11;R13_S12;R14_S10;R20_S02;R21_S21;R22_S22;R23_S20;R24_S00;R30_S01;R31_S10;R32_S20;R33_S21;R34_S01;R41_S02;R42_S10;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1028/1028.yaml,2c5b167f8ecf46ca3744ff4d1bff2621293f4aa02daf893a513b342b87db6160,"[0.0399327629013595,-0.1090817304164374,-0.0212706680538662,0.0183240147085292,0.1396133053803289,0.2661619723852358,-0.3280795375762672,-0.3800593912577941,0.3255970423624219,0.1437922154299508,-0.2692681579294034,0.0266366756489767,0.2792277519242752,-0.0820193491324548,0.2155883528971275,0.5252883395712028,0.3226183640369428,-0.045544403660486,0.0368566173395576,-0.0428087333038328,0.2324497389181718,0.1370228238076653,0.1015834729966359,-0.1320161960555934,0.2382729710868143,0.05861787680956,0.0809482967726644,0.120329806647521,-0.0260198702368608,0.0545952538702181,0.3338793912354945,0.2601760495645453,0.2687983636798106,0.3160351786394675,0.430026896512015,0.159414534433399,0.2475378799845268,0.0722236019439302,0.027630472031593,0.0857951989138556,-0.0256766513814408,0.1466081454483957,0.0674396004043001,0.0056469939474149,-0.1623744350602536,0.0227169085225401,0.0227612899326595,-0.1038619552899101,-0.0004263208101082,0.0340001164328301]",new_v2
171,1050,i,343,344,-1.5,1.5,2030-06-20T04:32:43.814,7050,-39.859184,221.728387,-21.820771,62672.189396,50.143299,271.325901,39.856701,1.310657,1.523205,0.379565,1,1,1,21,8;12;24;35;41;50;56;70;75;85;90;103;111;122;128;136;149;159;165;172;184,R01_S22;R02_S10;R03_S20;R10_S22;R11_S12;R12_S12;R13_S02;R14_S21;R20_S10;R21_S11;R22_S00;R23_S11;R24_S10;R30_S12;R31_S02;R32_S01;R33_S12;R34_S20;R41_S10;R42_S01;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1050/1050.yaml,69a0fea97e520978a6f5066498d6895e9e4bf032b06242080c95ebbbb2594ff5,"[0.016537465543042,0.0463770683541437,0.0135234062903671,0.0188893546412645,-0.01428995144092,-0.025744886469884,-0.031996680081912,-0.0180553132987999,0.0354424336619552,-0.0816740457322747,-0.0371839861127986,0.0316853512333316,0.0600078102315803,0.0006055278639262,0.015976018666588,-0.0683116781206427,0.0736015039324893,0.0011556864471697,0.0391522603843529,0.0005969995586542,-0.0093217604820513,0.0175625928759321,0.033854313973568,-0.1090150408658635,0.0064352557649915,-0.0342252417276532,0.1546637914901246,0.0792462501548277,-0.0089364456374224,-0.0072568057706514,0.0514080505802548,-0.0201359263368117,-0.0221650637944761,-0.0318858502540782,-0.0511466705728776,0.0128079405377231,0.0167315412142509,0.0637153782937298,-0.0465178466786677,0.0909576999685041,-0.0368289208252773,0.1292268117755063,-0.0052713937404622,-0.0633640608990254,-0.0669830234317789,0.0640102584479884,0.0208183577218264,0.0661041636884525,-0.0727519606464372,-0.0723660489791535]",new_v2
172,1055,i,345,346,-1.5,1.5,2027-06-02T05:12:01.498,7055,-75.342292,258.908641,-13.556901,61558.216684,73.282779,5.383134,16.717221,1.044175,0.999433,1.17983,3,3,0,21,4;15;23;35;41;49;59;66;74;81;96;105;111;123;128;142;146;157;166;172;184,R01_S11;R02_S20;R03_S12;R10_S22;R11_S12;R12_S11;R13_S12;R14_S10;R20_S02;R21_S00;R22_S20;R23_S20;R24_S10;R30_S20;R31_S02;R32_S21;R33_S02;R34_S11;R41_S11;R42_S01;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1055/1055.yaml,33be4f720b18ff3fa1e7b34df85077311399697e111d3f4070ced5b96a5b0ca0,"[0.1546053854292343,0.1970098332927944,-0.0210161772386465,0.2099482955701859,-0.0748872394002875,0.0238421016282594,-0.1117135000232524,0.1260839266809303,-0.12953060009481,-0.2575163578463174,-0.1893336423456061,-0.0407004715365622,0.3461258294367575,-0.0624581906716029,0.0212121512915562,-0.0269775379804769,-0.2610213727887739,0.1645673936953408,0.0869174066457166,-0.2179255010652759,-0.2346308283311727,-0.2465230589046371,-0.1363390462710254,0.1011458096764903,-0.325173120186141,0.1585433069139675,-0.0163404541974054,-0.1114986250088302,-0.0173175301128739,-0.2147731293456644,0.1535805402076695,0.2004449503850303,-0.1292377534377612,0.0464674435403733,0.3842001358811836,0.2706785252900808,0.1773687611206158,0.0341453030104248,-0.1447272249803424,-0.0616096297410705,0.2605052141991508,-0.1469352729314291,-0.206290683117632,-0.0041514263175639,0.1220147827094704,-0.0027225796864574,0.0628277994853859,-0.0163946960073916,-0.0179440893358282,-0.0865837175318522]",new_v2
173,1119,i,347,348,-1.5,1.5,2026-11-22T03:22:09.955,7119,-22.886333,33.821583,-66.843361,61366.140393,53.293384,184.581515,36.706616,1.249633,0.889293,0.928942,2,1,1,21,4;12;20;35;41;47;55;66;74;84;97;106;112;118;132;143;150;154;168;174;183,R01_S11;R02_S10;R03_S02;R10_S22;R11_S12;R12_S02;R13_S01;R14_S10;R20_S02;R21_S10;R22_S21;R23_S21;R24_S11;R30_S01;R31_S20;R32_S22;R33_S20;R34_S01;R41_S20;R42_S10;R43_S10,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1119/1119.yaml,1b12007996b95b1fb15ca8ab20d7655f1b545233563bd7e10aecc6939bb3b999,"[-0.0106240775370869,0.1434080947599996,0.1535035038614651,0.2145690164842763,-0.074142811421068,0.0664380498492288,0.1740943178431835,0.1892105040106713,-0.0511777421129331,-0.1648548448684975,-0.2093095685410307,0.2331827750042375,0.129647985948075,-0.0666986820248304,-0.0250275586007561,0.1165777513385377,0.0246347990195993,0.0497594753232273,-0.0486845894439678,0.0265254420996363,-0.1895539132362476,-0.2157752352921352,-0.0357505493182797,0.1018125215886488,-0.1856829266435199,0.220271470863239,0.0579757581212348,-0.1652254026158825,-0.0402597296834257,-0.0514013396140871,0.156920525565732,0.0152996481730574,-0.1596074154093714,-0.0649638948229561,0.1529008372743777,-0.270928225580445,-0.1620306124829791,-0.0994198974840146,0.0637001326667615,-0.1401615257860236,0.1366527822916799,-0.1627174001613817,-0.0400382634626713,-0.0758314454874776,0.1768193092016393,0.0189816674174714,0.0901366915170345,-0.0590079393321755,0.0766048479218977,0.0467316295753571]",new_v2
174,1134,i,349,350,-1.5,1.5,2034-05-27T10:05:42.518,7134,16.105926,0.508243,-12.925164,64109.420631,53.077491,69.449851,36.922509,1.243799,1.225655,1.069001,2,1,2,21,4;16;21;28;43;49;58;71;76;83;94;103;113;119;127;138;145;156;165;176;184,R01_S11;R02_S21;R03_S10;R10_S01;R11_S21;R12_S11;R13_S11;R14_S22;R20_S11;R21_S02;R22_S11;R23_S11;R24_S12;R30_S02;R31_S01;R32_S10;R33_S01;R34_S10;R41_S10;R42_S12;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1134/1134.yaml,50783a2f6a4013ea478a3e8d644dede0e6a9bfb8512a3c6a7804ed0c87602584,"[0.088603755900528,0.246554324349237,0.1973700543647838,0.2338208589684006,-0.1576757740952895,0.1236596832578544,0.2112115062562597,0.2077793513379555,-0.0858518778591602,-0.2153271067580197,-0.194095958239876,0.0443272135235267,0.2585259345333851,-0.0089013536208029,-0.06179639096575,-0.0918925502221709,-0.1573671457293206,0.0620542620536496,-0.1328611854819352,-0.1155130127711417,-0.3882932253353273,-0.2734590846836434,-0.0877723336451343,0.0558609725939733,-0.0321664828836127,0.2001212261339109,0.0699724004328535,-0.0405703574030853,0.0135474162231549,-0.1380601642394425,0.0860219286563096,0.157101139192523,-0.2076322929045996,-0.0354823855521619,0.0587854161651489,-0.0461217861871215,-0.1113376594582766,-0.1311229804838499,-0.0097727709525285,-0.2844993714915902,0.2955742548911149,-0.0824507432901318,-0.1305209203896292,-0.0641955869202902,0.0444803969946168,0.0070965224374418,-0.0095087543159624,-0.0546513857992854,-0.060779288848133,-0.019362345716063]",new_v2
175,1140,i,351,352,-1.5,1.5,2027-03-19T23:54:31.334,7140,40.337891,41.686765,2.658876,61483.996196,21.46481,286.800962,68.53519,2.762122,1.153353,1.127266,3,0,3,21,4;13;25;33;36;48;58;68;76;82;93;105;116;120;133;142;147;157;163;177;181,R01_S11;R02_S11;R03_S21;R10_S20;R11_S00;R12_S10;R13_S11;R14_S12;R20_S11;R21_S01;R22_S10;R23_S20;R24_S22;R30_S10;R31_S21;R32_S21;R33_S10;R34_S11;R41_S01;R42_S20;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1140/1140.yaml,e821e8badd564e046ee94ff04fa078bfd8cc961e39793e54030752006c63c167,"[0.0424116712676084,0.1111363286342589,-0.0177001039089326,-0.0297705550778813,-0.1856938750485275,-0.0748236634124177,0.0497850275241018,-0.1575978162606102,0.0623806763230558,0.1472323637413218,0.0919259712322399,0.0727686577836768,0.1754201815080616,-0.0719340270645215,0.2092521731654603,0.095201628011782,-0.0604728912021601,0.2653112634070659,-0.1298460218962316,-0.03024655551122,0.2700725568128824,0.1621447751882244,-0.1777211471115312,0.2723375940063763,0.2428310718835064,0.2347443871587688,-0.0330342609288931,-0.0451176271760438,0.0848590016600648,0.0083494951042496,-0.0849511309005079,-0.0354576819600541,0.122390226673639,-0.2279949964051823,-0.4623320542671268,-0.1623311446676663,-0.1727039010747403,-0.1611828646372307,0.0285333772731458,-0.0109410001700324,0.0293097437095284,-0.4363220040511684,-0.1041641898112677,0.1458454380944316,0.0249324404437396,-0.0421848726133945,-0.092261641356841,-0.1750294933245572,-0.0370367567817805,-0.0064236647398616]",new_v2
176,1166,i,353,354,-1.5,1.5,2032-08-15T08:29:44.390,7166,-51.873207,21.266067,-9.421791,63459.353986,69.000394,1.886293,20.999606,1.069892,0.861251,1.068633,2,3,0,21,5;16;26;30;42;53;54;70;73;81;92;101;116;123;132;141;152;156;170;175;186,R01_S12;R02_S21;R03_S22;R10_S10;R11_S20;R12_S22;R13_S00;R14_S21;R20_S01;R21_S00;R22_S02;R23_S02;R24_S22;R30_S20;R31_S20;R32_S20;R33_S22;R34_S10;R41_S22;R42_S11;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1166/1166.yaml,7c26cd45f597f61afb8ffd9cb393b2aa75d65daed86cd0e5e79e2449712a85fe,"[0.1615985193930862,-0.1139358070674027,0.1200591954575943,-0.3061584712166111,0.1298023339715303,-0.1039055007526543,-0.0795578025522492,-0.1074286691137311,-0.1503302622783811,-0.0748297702785977,0.1390340692550403,-0.3179524395051862,0.1694000827644599,0.0507690200100165,0.1802870827300789,-0.1617016062060072,-0.1251778876130933,0.286312782201009,0.137878473798052,-0.0348465040275185,0.1207569876077562,0.2273964943615356,-0.053282605711788,-0.0742547019743949,0.0216394535518577,-0.158834287475221,0.0308054652485614,-0.0401145910746367,-0.0931315627106773,0.1589208273894147,0.0516874986208939,0.0345245570462556,0.2011351830621993,-0.1298750268833649,-0.1012976604899709,0.0990657529132043,-0.2540274222661279,-0.0391713392028199,-0.3314944793728785,0.388956048395645,-0.0628516526417106,0.0072707624330626,-0.1318787896309597,0.035226884169746,-0.0117191107195701,0.0135047990144944,0.0954498517553373,-0.1108347193159343,-0.0131305749413395,-0.0542948568529296]",new_v2
177,1183,i,355,356,-1.5,1.5,2034-06-01T02:37:32.074,7183,-60.793358,181.197335,-36.133692,64114.109399,58.962161,248.83215,31.037839,1.171447,0.716667,1.517698,4,2,0,21,1;9;19;29;36;45;62;69;73;84;92;105;115;119;127;140;146;160;166;174;180,R01_S01;R02_S00;R03_S01;R10_S02;R11_S00;R12_S00;R13_S22;R14_S20;R20_S01;R21_S10;R22_S02;R23_S20;R24_S21;R30_S02;R31_S01;R32_S12;R33_S02;R34_S21;R41_S11;R42_S10;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1183/1183.yaml,a85f74e32022f8d3296d402dd2abd38d49b9df42ddbce8799961e320bc11d366,"[-0.0300117170935456,-0.2450005363675006,-0.0009908946880653,0.1150295768318099,0.0910084360528808,-0.0896069802072456,-0.2485918447205825,0.0349873677981976,-0.3787681920028326,-0.2095919711458295,-0.1410079190994125,-0.0082687163924502,-0.379278703472678,-0.1476065539725496,-0.2206111797036614,0.2907213060858596,0.2188632287944477,-0.3690652205455286,0.1618968961626938,0.1101524425328198,-0.3044547103299109,-0.4069647953387025,0.2885200521819244,-0.2668526958631999,-0.4642733476741172,-0.3311514079102042,0.0154836848260541,-0.0637943319011386,-0.1599197384037424,-0.0721509470671298,0.0465278352653485,0.1261025626895017,-0.2680103800122151,0.1105670624196238,0.1224963000716303,0.1696760126448673,0.0992473736653519,0.3301778511520188,0.1555522595219061,0.0111033996460077,-0.0041449078354932,0.4453030979436971,0.1514444079213615,-0.0844053938949524,0.1273694392616507,0.0830686258109278,0.2240423925333559,0.214768973884294,-0.0096950867145329,-0.1058526996030398]",new_v2
178,1210,i,357,358,-1.5,1.5,2033-01-26T08:34:08.515,7210,-47.228585,148.00238,-19.023281,63623.357043,56.215542,280.798316,33.784458,1.208793,0.705208,1.394786,4,2,1,21,3;14;23;31;39;45;55;65;79;82;94;102;115;117;130;140;145;159;165;171;181,R01_S10;R02_S12;R03_S12;R10_S11;R11_S10;R12_S00;R13_S01;R14_S02;R20_S21;R21_S01;R22_S11;R23_S10;R24_S21;R30_S00;R31_S11;R32_S12;R33_S01;R34_S20;R41_S10;R42_S00;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1210/1210.yaml,ec6fd422c7a9128efdad56e3ddbeacf172e85d0b7ad41dda06edfa357cebc7b1,"[0.3113696421198927,0.0979747911661682,0.3837961614717791,-0.1491514602121897,0.0296126469297411,0.0859317681959651,-0.0303393731720279,0.1015127125253351,-0.5792467365865894,-0.3027257890283696,0.1029606588911567,0.2641760485224763,0.0990237267635651,-0.0802404596983247,0.1022749025339307,-0.164709593358419,0.2442869141589278,0.0018438625562786,0.0683713261366751,-0.2134525003380818,-0.3502559161401625,0.1648783633140429,0.2296941600828243,-0.2119866921889608,-0.1110106579867219,-0.02776606987506,-0.0844510811062118,-0.0861839356566497,-0.0167955057949513,0.2136663740549025,0.0592883619790903,-0.1132784859271243,-0.1240763854329932,0.1666107684529887,0.3153667349345871,0.0676197682833558,-0.3978638617189184,-0.0120212946694654,-0.1682309134658167,-0.2450475693667118,0.3069252212827926,0.3283143187953647,0.1509008849981447,0.0072463113395994,0.0897881663986344,0.0761252239580488,0.036288312117197,0.0747878229702889,0.0198559095996768,-0.0329846599724267]",new_v2
179,1220,i,359,360,-1.5,1.5,2035-01-27T03:16:31.440,7220,28.905312,64.18795,-38.45233,64354.136475,56.162295,245.115406,33.837705,1.207306,0.392201,1.083209,2,2,3,21,3;17;22;31;42;51;57;64;78;89;97;102;108;119;129;143;150;158;162;173;187,R01_S10;R02_S22;R03_S11;R10_S11;R11_S20;R12_S20;R13_S10;R14_S01;R20_S20;R21_S22;R22_S21;R23_S10;R24_S00;R30_S02;R31_S10;R32_S22;R33_S20;R34_S12;R41_S00;R42_S02;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1220/1220.yaml,76170ad98059296eb96e3b4709c9178f92514615a7acecb96c17c4ef38e28903,"[-0.0265122134503158,-0.1507181908864145,-0.1984627678276377,-0.2588437213716219,0.0946580995750372,-0.0552668432604591,-0.2413268504428473,-0.2759584420397579,0.135336847685739,0.3202826834151228,0.1420661063235284,-0.2694711641651259,-0.2286843814346716,0.0226876996959182,0.0767829935848508,0.0684477837346023,-0.0575072097297999,-0.0977048320838066,0.1909433987448522,0.0925910661406356,0.0464716219625509,0.2165423592039575,-0.0297195753203227,-0.1374048468990702,0.2193647762161901,-0.1248827396012047,0.0005142000499648,0.2508013374798266,0.120208625364859,0.1160921176766322,-0.0173006263780598,-0.0007163393299649,0.0971665864952938,0.060159415791296,-0.1931939768285637,0.0691830238994464,0.0802483918520149,0.2263178230972813,0.0899607886350687,0.190259238881796,0.0043645773460978,0.1439282743644335,0.052824001173026,0.059637289109738,-0.2695535985301456,-0.0158596687219688,-0.2167971358477453,0.1375515979539843,-0.0004644056925806,-0.1243442698083593]",new_v2
180,1237,i,361,362,-1.5,1.5,2030-02-08T08:38:15.360,7237,33.958525,182.550071,18.743099,62540.3599,39.274258,342.300644,50.725742,1.589104,0.82593,1.953127,4,0,3,21,4;9;24;29;43;47;62;70;75;82;91;106;111;125;130;135;150;160;166;175;183,R01_S11;R02_S00;R03_S20;R10_S02;R11_S21;R12_S02;R13_S22;R14_S21;R20_S10;R21_S01;R22_S01;R23_S21;R24_S10;R30_S22;R31_S11;R32_S00;R33_S20;R34_S21;R41_S11;R42_S11;R43_S10,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1237/1237.yaml,85e503b2f6328e85be90b8903ff26db804cb26da9892ccb161c30e764c0ff546,"[-0.6212796084327065,0.3446542273492323,0.2457556134497529,-0.2519573818459098,0.2227009891191385,-0.121999256889018,0.1218841574354308,0.1794771046224198,0.2785863142034642,0.2818866763255073,-0.1504297665421211,0.5553984726238209,-0.1035671574322061,-0.2777854275959838,-0.1551456030066885,0.370234802817706,-0.1299166324058214,-0.1135200111743694,-0.270952726367699,0.2131324299373615,-0.4155915935145378,-0.152423673190674,-0.0254380048888542,0.0919879500960686,-0.1109242704686709,0.1393319149100682,-0.2579470553146958,-0.1516623621135203,-0.2080694492867486,0.263901321115719,-0.1955162305970695,0.3793617662468012,-0.4382716213451599,0.3866791295089073,-0.807378066494292,-0.1045387037681651,0.1231035671634371,-0.2156093775947101,0.2138803591009231,-0.3562689398402509,0.0215914839819119,-0.0184894799964795,-0.1656888020246954,0.1582595290559855,0.2374919574853074,0.0582155022878597,0.3669241788521478,-0.2757383190605673,0.0162583906666072,0.0676211864289393]",new_v2
181,1259,i,363,364,-1.5,1.5,2035-04-27T03:32:59.165,7259,-45.190062,176.438804,-7.185935,64444.147907,60.100823,315.670415,29.899177,1.158524,0.776267,1.256501,4,2,1,21,8;17;23;32;43;45;61;68;76;88;98;102;114;117;134;143;150;161;168;174;185,R01_S22;R02_S22;R03_S12;R10_S12;R11_S21;R12_S00;R13_S21;R14_S12;R20_S11;R21_S21;R22_S22;R23_S10;R24_S20;R30_S00;R31_S22;R32_S22;R33_S20;R34_S22;R41_S20;R42_S10;R43_S12,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_1259/1259.yaml,06e9deeab9a736fe1f33eba9e10160330cfb85a36862c4d96e357a28bb1083ce,"[-0.2303010246203331,0.269036306350661,0.0910755806746044,-0.0702603624573797,-0.1417729485211225,-0.2565426494514268,0.3298477878422535,0.0290613354137523,-0.1912598392123689,-0.2749499567660918,0.0894719441858605,0.2036824208585212,-0.2447973729225606,-0.0482287859391014,-0.1020939163214912,-0.2484314048761824,-0.3648912351402541,-0.1458066171048094,-0.2753633760744198,0.1115234883142971,-0.2358523128709874,0.0405968701115849,0.0413887170749044,-0.0855564610299105,0.0151021186571452,-0.2417337048166674,0.0896472135991184,0.0552558866501079,-0.0811670025995566,-0.0149536764627492,-0.5376436941208048,-0.0419478548838865,-0.0536815211987878,0.038803820493712,-0.1505592864717107,-0.2847433292703159,-0.1409517436223824,-0.0401665634548767,0.154372482273262,-0.2109703456949518,-0.1223553925336218,0.1099234594252503,-0.0489381784106732,-0.1151817576718395,-0.0394307231893274,0.0464307806885836,0.1298894137565086,-0.0735167757402021,-0.0347924693546595,-0.0655401620155369]",new_v2
