state_index,seqid,band,intra_seqnum,extra_seqnum,intra_focus_mm,extra_focus_mm,group_id,pointing_twin_seqid,rtp_deg,ra_deg,dec_deg,mjd,altitude_deg,azimuth_deg,zenith_deg,airmass,seeing,dof_norm,dof_stratum,alt_stratum,rtp_stratum,n_detectors,detector_ids,detector_names,author_config,author_config_sha256,dof_json,source_block
971,11596,i,1943,1944,-1.5,1.5,2032-04-16T03:39:08.439,5596,-35.435803,175.985896,1.207306,63338.152181,56.555966,336.934649,33.444034,1.202821,1.294187,0.325553,0,2,1,21,7;13;24;35;36;49;54;65;74;86;90;104;114;124;132;140;152;160;164;171;183,R01_S21;R02_S11;R03_S20;R10_S22;R11_S00;R12_S11;R13_S00;R14_S02;R20_S02;R21_S12;R22_S00;R23_S12;R24_S20;R30_S21;R31_S20;R32_S12;R33_S22;R34_S21;R41_S02;R42_S00;R43_S10,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11596/11596.yaml,cc8774bcfb59ce2d3e6fd2bc9380a119414675239088bfe12822c00874aa04d0,"[0.0321924865089474,0.0115762288232595,-0.050031800821009,0.0095074187351359,0.0260919582251341,0.0343766739359025,-0.0005327033602332,0.007656778973594,0.0380438528547207,-0.0027660313641664,0.0878360785858294,-0.1046916137149165,-0.0441715687637408,0.0006854672860723,0.0706276347031084,0.0564421655818409,0.0339274673648465,-0.0739450452416032,0.002146397220796,-0.0477015640319777,-0.072678666744337,0.0116542076772592,-0.0430046541459449,0.0350885953760729,0.026206651873556,-0.0143419001866268,-0.0288830651829146,0.0533093905385237,-0.0078807001214761,-0.0439817465849899,-0.0624657354164834,0.0235150277146108,-0.0601742757855345,-0.0314387318265394,-0.0589015721358744,0.0044623804952984,-0.0847292250718725,-0.030541285792527,-0.0721936620101236,0.0368624606580144,-0.0381742225582082,0.0168637478747034,-0.0067803956013275,0.0344359586484705,-0.0313716264717199,-0.0064948522962538,-0.0095592076879101,-0.1082103018472592,-0.0447669776082264,-0.0322429974261248]",new_v2
972,11601,i,1945,1946,-1.5,1.5,2034-04-03T23:43:13.699,5601,-67.356077,53.3704,-4.335534,64055.988353,24.837756,280.111719,65.162244,2.409053,1.1689,0.086372,0,0,0,21,6;13;20;31;36;53;54;71;80;88;98;102;114;124;127;140;144;161;162;178;186,R01_S20;R02_S11;R03_S02;R10_S11;R11_S00;R12_S22;R13_S00;R14_S22;R20_S22;R21_S21;R22_S22;R23_S10;R24_S20;R30_S21;R31_S01;R32_S12;R33_S00;R34_S22;R41_S00;R42_S21;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11601/11601.yaml,df71519b2064f9820c5f20a79c877667baf97f3a925cb660d927df33579e479f,"[-0.0108894946425944,0.0072237172937552,-0.0108961548798487,0.020653363291639,-0.003425929270993,0.0049447858810545,-0.0021475301074849,-0.0026362580301807,0.0017605079654187,0.0065096344471196,-0.0125210515824391,-0.0083963477162841,0.0117172222227379,-0.0534672132466925,0.0038862537641073,-0.0048486622611998,0.00237104962853,0.0025297038141939,-0.0076462303801861,-0.0034341730257703,-0.0077036471255081,-0.0065598889333079,-0.017684663364283,0.0040973852834149,0.0102484600329342,-0.0025628177631507,0.0094141026342163,-0.0116702432045936,-0.0025603169731218,-0.0046851885768245,-0.0083115367717532,0.0129768925409418,0.0063017346008892,-0.0059648134176435,0.0080992383742078,-0.0084373557114861,0.0178634608017654,-0.002092618049618,-0.0055108454079833,-0.0054441597763186,-0.0017736813087907,-0.0135865539893468,-0.0219098317738623,-0.0128911818526715,0.026075829880619,-6.40586449342519e-05,0.0066023151416738,0.0100886872936463,0.0041485980599883,-0.0004111369015142]",new_v2
973,11614,i,1947,1948,-1.5,1.5,2034-05-03T03:05:25.123,5614,-8.800057,172.388948,-33.584185,64085.128763,69.492971,253.846202,20.507029,1.070004,0.724921,0.390739,1,3,2,21,3;14;25;29;36;45;56;68;80;85;91;103;112;117;128;142;146;156;169;176;180,R01_S10;R02_S12;R03_S21;R10_S02;R11_S00;R12_S00;R13_S02;R14_S12;R20_S22;R21_S11;R22_S01;R23_S11;R24_S11;R30_S00;R31_S02;R32_S21;R33_S02;R34_S10;R41_S21;R42_S12;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11614/11614.yaml,65c9a0e7adf97b38cf49bc243804b0304b22e334db3c89471fb064f82558c2b4,"[0.0135819250276986,-0.0537851047883529,-0.0592349241182057,0.0752681497344276,0.0977685706269472,0.0680053162413232,-0.0624063078284437,-0.0570036530816544,-0.0020489939985483,0.0173171547744137,-0.0463240736451314,-0.0629899751551305,0.0345730451159558,0.0612937836837552,0.0151988858629741,0.0618084695284188,-0.0140759636488119,0.0118077842758415,0.0055466608496318,-0.0617429671083239,0.0447696953967676,0.0094901009180718,0.0326500095867575,0.0553504266640512,0.0085293578846924,0.0128008298312788,0.0289056060293567,0.0247923284690281,-0.0354546158676938,0.0459808637540865,0.1039043956543844,0.0827075661403588,-0.0226885179274777,-0.0315490691824185,0.1678423322852927,-0.0294933464377964,0.1182824027779049,0.0474506438682899,-0.0063326117057505,0.1159482490319532,0.0213257729736679,-0.0422722642229617,0.0293030821764263,-0.0031081114312276,-0.0348636347209978,0.0165028288564323,0.0671759000589443,0.0060888836295487,0.0301843046828693,-0.0155421202526758]",new_v2
974,11627,i,1949,1950,-1.5,1.5,2033-08-14T07:39:59.098,5627,43.994115,331.065475,-6.478847,63823.319434,48.769507,298.166153,41.230493,1.334326,1.208819,2.655456,4,1,3,21,6;12;23;33;41;51;57;63;75;86;94;104;116;122;130;140;144;158;170;172;184,R01_S20;R02_S10;R03_S12;R10_S20;R11_S12;R12_S20;R13_S10;R14_S00;R20_S10;R21_S12;R22_S11;R23_S12;R24_S22;R30_S12;R31_S11;R32_S12;R33_S00;R34_S12;R41_S22;R42_S01;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11627/11627.yaml,4791f8d8e66b970e1948393d96cc74119272e736a15b5fb538b54bdb476081de,"[0.5174872635478592,0.079470108392664,-0.330896513665197,0.5582299437431881,0.0927771820088487,0.1103197608057903,0.2373429945249416,0.1399862331555553,-0.0520748720417682,0.2560163495097894,0.0903029775564187,0.0524188806906161,-1.119003246019061,-0.1614965499995164,0.2112161766305243,0.7283559797183712,0.3580526272902214,-0.2710901343266815,-0.3213090038339543,-0.0657678044516319,-0.5410989479719092,0.5567323465468549,0.3186643392296405,0.0107176274272911,0.4248234415031431,-0.3700701312799085,-0.0552306745638181,0.1344350386844065,0.149477502968451,0.5433175314303076,0.0677112081129817,0.2512347852188324,0.176600611319717,0.2904914953834033,1.2166271201958787,0.1878242095364725,-0.3790351583508431,-0.3136099435402542,0.1929216827254802,-0.4968842864672818,0.2195140846908332,0.1079323382727927,0.4330148567649695,-0.1038868277409679,-0.1922467499399462,0.2161027176922578,-0.1100181088257648,-0.048340925804376,-0.2066120677071904,-0.1829345831338725]",new_v2
975,11655,i,1951,1952,-1.5,1.5,2033-02-13T08:54:39.629,5655,-12.768197,203.356459,0.621276,63641.371292,59.193128,354.443672,30.806872,1.166883,0.452006,1.242454,3,2,2,21,2;9;24;30;41;48;60;71;76;83;93;101;115;125;127;136;144;156;166;174;182,R01_S02;R02_S00;R03_S20;R10_S10;R11_S12;R12_S10;R13_S20;R14_S22;R20_S11;R21_S02;R22_S10;R23_S02;R24_S21;R30_S22;R31_S01;R32_S01;R33_S00;R34_S10;R41_S11;R42_S10;R43_S02,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11655/11655.yaml,93211abd5157ea84ddc91869ca562c39d2895b2ebf765f1cc9ca9131071717b3,"[0.1676929416221242,-0.0079963273181719,0.2255013443370156,-0.2097667765138095,0.151259151363946,0.2696212832019273,-0.3180842094941615,-0.1030397468414558,-0.2025586854780479,-0.1271505328012075,-0.0240698397343864,0.302420943999415,0.1342518866701484,0.0082839294109531,0.1591265867854567,-0.0998674393096336,-0.0639549703045315,-0.0118939542219083,-0.081372764023655,-0.0315077957594647,-0.0092529552003804,0.2881512243298391,-0.0209509654297677,-0.1259965075579038,-0.0874081877370058,0.0721937916259612,0.0218007736010586,-0.1255099199183713,0.0965939681039026,0.1886357968510391,0.0348667996697357,-0.3554142478886489,0.0669493254622949,-0.200084370916123,-0.2897527236437405,0.3214602732680771,-0.402204315558576,-0.0744613439022679,0.047488950278001,0.1615377599461315,0.0085244200515099,0.0944070506232907,0.0480781464462096,0.0701022213712931,0.0816561826967555,0.0271537916782889,-0.2091502473997559,-0.2259456758924755,-0.0363814679934724,-0.3881362587666699]",new_v2
976,11680,i,1953,1954,-1.5,1.5,2031-08-03T03:43:38.006,5680,-71.185213,266.481015,-14.483748,63081.155301,58.453557,293.322234,31.546443,1.177941,0.818343,0.345445,1,2,0,21,8;15;21;30;39;45;62;69;75;84;94;101;115;124;134;135;144;158;169;173;181,R01_S22;R02_S20;R03_S10;R10_S10;R11_S10;R12_S00;R13_S22;R14_S20;R20_S10;R21_S10;R22_S11;R23_S02;R24_S21;R30_S21;R31_S22;R32_S00;R33_S00;R34_S12;R41_S21;R42_S02;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11680/11680.yaml,aecc73aa58192efa059b4d5b4203c2d08609c40cf17e4f42cc984bcbe9061d28,"[-0.0039960037280259,-0.0037041302409584,-0.0097162086493542,-0.0059756867282786,-0.009452446814967,0.0481771799421004,-0.0653263568907377,-0.0347666275469975,-0.0525075197513432,-0.0356309511609861,-0.0318416912221412,0.1053186420481303,0.0483989242578052,-0.0337649630464537,0.0005818355727387,-0.0070111168461366,0.0026211366932803,-0.0077907389925734,-0.0205287911588572,-0.0114984174955186,0.0134730358794716,-0.0103095700212929,-0.0045094778360733,-0.025376985172142,-0.0313148538008227,0.006242079043472,0.0793107033724694,-0.0007972552155882,0.0088407512200108,0.0199926786800495,0.0904738171473641,-0.0434407785772842,0.0546429193297822,0.055104208450155,-0.1022215608748231,-0.0246583727838888,-0.0757379420079235,0.1595219755083547,-0.0009161584517798,0.0391084549668077,0.0566805533637983,0.023574107854345,-0.0257237346866904,-0.0495445473150482,0.014504447160782,0.0225672249280467,-0.0231615609276655,-0.0990531537344772,-0.0249178286045925,-0.0618069820849827]",new_v2
977,11705,i,1955,1956,-1.5,1.5,2034-05-12T05:58:21.072,5705,10.092773,213.443347,-47.50096,64094.248855,58.155765,226.92905,31.844235,1.181021,0.653284,0.726101,1,2,2,21,8;10;22;27;44;47;54;69;79;81;98;99;116;124;129;137;144;155;164;175;188,R01_S22;R02_S01;R03_S11;R10_S00;R11_S22;R12_S02;R13_S00;R14_S20;R20_S21;R21_S00;R22_S22;R23_S00;R24_S22;R30_S21;R31_S10;R32_S02;R33_S00;R34_S02;R41_S02;R42_S11;R43_S22,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11705/11705.yaml,72eb1129f8ed6f39f18808b2743eb503e5df2f1fafc501156ad1c0fc2a341d89,"[0.0778728020241666,-0.1582098227756062,-0.0635260283622951,0.0656906280710586,-0.01161458729798,-0.0358842060543886,0.0662818154059586,-0.0114812138018025,-0.0227488374561263,-0.1855136797607632,0.0498023154967726,-0.1692173061368454,0.036993321101609,-0.0225480912085842,-0.0142385317154465,-0.0898325692953768,-0.3061469702427529,0.013843709658347,0.0790864811654817,0.1374709703604785,-0.0418873709008498,0.0063235725761512,-0.026040915405442,0.0211281016217053,0.1870568555401771,0.0315817134242449,-0.0687136324357986,0.1445182815523992,0.0588077462679664,0.175608598406331,-0.1095305123841497,0.0965672877761389,-0.2091831855806956,-0.0232586313637179,0.0321869146234396,0.1606576646629589,0.0010294960304861,0.0551534603304736,-0.0691240216831468,-0.1144073882990374,-0.0753858983939235,-0.035105577000279,0.0169720712650209,0.1589103749452131,-0.1594684110910728,-0.0157239863213749,-0.0891971920710091,0.0236506500124087,0.0599465752636136,-0.0642694716815514]",new_v2
978,11712,i,1957,1958,-1.5,1.5,2034-12-17T06:23:48.107,5712,-60.634968,128.938977,-18.546479,64313.266529,69.85784,59.109165,20.14216,1.063796,0.452888,0.348934,1,3,0,21,0;13;25;28;43;52;56;71;73;82;97;104;110;118;133;138;147;156;163;178;187,R01_S00;R02_S11;R03_S21;R10_S01;R11_S21;R12_S21;R13_S02;R14_S22;R20_S01;R21_S01;R22_S21;R23_S12;R24_S02;R30_S01;R31_S21;R32_S10;R33_S10;R34_S10;R41_S01;R42_S21;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11712/11712.yaml,b8b4f7db85122f367db9e508485ee234d425e496f7e62cc1588ce6b5af2c9c30,"[0.0218271062641592,-0.0012350656342565,0.0075580698154155,-0.0573838340680931,0.0025899058945089,-0.0215867601393822,0.0041668941991523,0.0327098596672749,-0.0677433751122583,-0.0416608015155275,0.0500602013015978,-0.022794299844024,-0.0028166717238486,-0.004266630605458,0.1184649861349272,0.0912839856042232,-0.0039036220307217,-0.0032901032940377,0.0696892627826172,-0.0073638489159175,-0.0902708862550915,0.0418273135034057,0.0483426937872021,0.0310022902564127,-0.0348357024506639,-0.0272933108330439,-0.0722153104180302,0.0083675312724159,-0.0265906387520439,-0.0038541979216803,-0.0166789413203553,-0.002100793337655,-0.0222002942555783,-0.0824038780723418,-0.0732886163824901,0.0293286713746426,-0.1426448098580787,-0.0385705525850944,-0.0188773861843444,0.053043047542089,-0.029735582010213,0.0139460678300852,0.0860409559141379,0.0726394902514686,0.0151527904718073,-0.0076061222639071,0.0175883130090697,-0.0572018363076135,-0.0406599796870094,-0.0210357249434085]",new_v2
979,11716,i,1959,1960,-1.5,1.5,2033-04-22T02:11:29.617,5716,23.426388,182.203441,10.109933,63709.091315,48.696616,15.094081,41.303384,1.33326,0.651299,0.354731,1,1,2,21,2;10;22;31;41;53;62;69;76;88;98;104;110;118;133;139;150;156;162;174;181,R01_S02;R02_S01;R03_S11;R10_S11;R11_S12;R12_S22;R13_S22;R14_S20;R20_S11;R21_S21;R22_S22;R23_S12;R24_S02;R30_S01;R31_S21;R32_S11;R33_S20;R34_S10;R41_S00;R42_S10;R43_S01,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11716/11716.yaml,5b5d67b78d93c7af8c024cc179c20fc6771c83feae9d1e98ab8eec1cde5c2173,"[0.0138276067670642,-0.0113531354008674,-0.0188461993983941,-0.0061159001389492,0.0025494134403246,0.0058399883019534,0.0003101608285833,-0.0011259949746782,-0.0072176124540621,0.0152333332803878,0.0694780593245136,-0.0097113296079629,0.1063123935859452,-0.0378903290511359,0.0133753960792727,0.1370429711484124,0.0994102515799075,0.0013166551165413,-0.0113657698433198,-0.0067010490473114,-0.0359697138126511,0.0070947804871079,0.0343599876276434,-0.000367411100511,0.016291808287472,0.0002225156464781,0.0104397414288299,0.0106808424616795,0.0051943011511585,-0.0360521870001541,0.0047052644937019,0.0505941822930258,-0.0352498907532985,-0.0123826251858967,-0.1126151675758263,-0.1630777946340088,-0.1203996631010278,0.0452168902876779,0.003119674891216,0.0891810497846312,0.0053155038758524,-0.0047567265277801,0.0054561938366022,-0.0388419290884264,-0.0239595776931918,0.0033568805137445,-0.0011570479635037,-0.0518354540246086,-0.0331153065076484,0.0077543757237743]",new_v2
980,11720,i,1961,1962,-1.5,1.5,2025-11-19T04:04:54.135,5720,-2.924983,18.693016,-26.39823,60998.170071,63.433485,271.188786,26.566515,1.120231,0.62103,0.28069,0,3,2,21,6;14;21;32;38;46;58;67;72;89;96;106;108;120;127;140;151;154;162;178;184,R01_S20;R02_S12;R03_S10;R10_S12;R11_S02;R12_S01;R13_S11;R14_S11;R20_S00;R21_S22;R22_S20;R23_S21;R24_S00;R30_S10;R31_S01;R32_S12;R33_S21;R34_S01;R41_S00;R42_S21;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11720/11720.yaml,550ab8f2ef8aeddb091a2f6bccee0ca008d3322fed7fb62c5a9536153a4e9ce8,"[0.0558244957064494,-0.021801403352425,0.0647018658509434,-0.0796441734402011,0.0798950104562395,-0.061595944933956,-0.0604245358590982,0.0505829583274544,-0.0589973939567351,-0.0736956326866841,0.0174108330237015,-0.0280211168366134,0.0274325886137959,0.018541904495076,0.0377222927329521,-0.0167397850758276,0.0231809115550515,0.0271885726620306,0.0493558632249812,-0.0224032150530653,0.0362436263603637,0.0107285597018284,0.0150345750884245,-0.0660696704225342,0.0530140038464357,-0.0471658713583943,-0.0131321003834049,0.0045141749285692,0.0074644151549377,0.0122272713765395,0.012560584739104,-0.0347144933271908,0.0595090496322556,-0.0071123660765427,-0.0036474581291736,0.0422586752688626,-0.0006494881768975,0.0212749017157177,-0.0640413526273433,0.0330379132580612,-0.0079015800645492,0.0768258137756817,-0.0004467399050451,0.0174573921961817,-0.0097411683937778,0.0028370976129674,-0.0192314556511009,0.0145871138629145,-0.019337904751036,-0.0090886193976693]",new_v2
981,11721,i,1963,1964,-1.5,1.5,2032-07-22T01:09:05.214,5721,-32.314626,249.170279,-51.399826,63435.047977,68.672959,174.963139,21.327041,1.072775,0.574435,2.268557,4,3,1,21,3;10;18;35;43;47;59;67;72;82;92;99;113;125;132;141;147;160;164;178;188,R01_S10;R02_S01;R03_S00;R10_S22;R11_S21;R12_S02;R13_S12;R14_S11;R20_S00;R21_S01;R22_S02;R23_S00;R24_S12;R30_S22;R31_S20;R32_S20;R33_S10;R34_S21;R41_S02;R42_S21;R43_S22,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11721/11721.yaml,3b36a05b270ebd338708f569ffcdf182693f04ba411cbc61a089586a26db7ece,"[0.352246106713202,0.1701160941507717,0.0097685099642971,-0.2082086505741986,0.2915366008876259,0.3169970590183851,-0.1839102627775121,-0.1805403777958301,0.3682356460784337,0.4889557790528623,-0.3205301228424785,0.5010172723129785,0.2305102617967921,-0.6407274585487751,0.3461671678201273,0.2075303282823638,-0.169984959116976,0.3168810526788084,0.2557666365496849,-0.2332277564020546,0.1707192341970797,0.2527616428727522,-0.1176900082013245,-0.1365414428328466,0.0412297818997545,0.3779674124073472,0.0378829359201091,-0.055737743801495,-0.1747912530147161,-0.0819312216015943,0.1664827687456493,0.6802605060789956,0.1812124950113956,1.032807739572028,0.3170638798382519,-0.0440487179131674,0.6547072105576617,-0.0982664978207106,-0.4254257060183534,0.1513900948544887,0.3390015948248863,0.2264399745141254,-0.4074066374533831,0.006747579452325,0.0215878099692419,0.0363257219611665,0.3202544053741766,-0.0822609874275719,-0.0488290272509425,-0.0397299907240338]",new_v2
982,11725,i,1965,1966,-1.5,1.5,2030-10-16T02:54:42.048,5725,9.093,0.267857,-45.835019,62790.12132,74.400598,172.01751,15.599402,1.038917,0.281964,1.164403,3,3,2,21,1;11;21;33;37;45;56;66;79;81;93;106;110;119;129;140;148;154;163;174;183,R01_S01;R02_S02;R03_S10;R10_S20;R11_S01;R12_S00;R13_S02;R14_S10;R20_S21;R21_S00;R22_S10;R23_S21;R24_S02;R30_S02;R31_S10;R32_S12;R33_S11;R34_S01;R41_S01;R42_S10;R43_S10,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11725/11725.yaml,b22313a9730dec1ce98be636ac0314a5d794eb4f6fa883359f50acbd74d9c3ac,"[0.1568522700747298,-0.0422252954412639,0.1294649737739351,-0.2075608078270298,0.103682794643042,-0.0814804789428911,-0.1543011226068297,-0.2771100609496715,-0.0193061591271737,0.1579123252661398,0.1677473334852685,-0.0804732445803801,0.1896331173714022,-0.1140522060242761,0.2436078785034287,-0.1020964799407306,-0.0767032588166487,-0.1726466540291078,0.1886967615941418,-0.0941875552653348,0.1791098694611554,0.3870700304580951,-0.0018369353894693,-0.0612413856662184,0.2370845324894201,-0.0343395764724652,-0.0265205129167664,0.133199945986263,0.0870411352520832,0.1787208896888645,-0.1415842469485497,-0.26154787290849,0.3659052102099352,0.1778438635078686,-0.3579907712822415,-0.015638096328177,-0.128613432887074,0.2408332436197917,0.0941078049735741,0.1666713677184118,-0.0120440062483965,0.0876526303554428,0.0627920006060832,0.0554288981405184,-0.1735012688540848,-0.0106670511055767,-0.2075426548764452,-0.0957719448444315,0.0146366300913516,0.0266691532971603]",new_v2
983,11734,i,1967,1968,-1.5,1.5,2026-12-22T08:10:02.352,5734,-3.283001,137.062527,7.798234,61396.340305,51.745463,351.604189,38.254537,1.27627,0.617535,1.1857,3,1,2,21,3;14;23;32;41;52;60;67;73;85;90;103;111;123;132;141;145;158;166;173;187,R01_S10;R02_S12;R03_S12;R10_S12;R11_S12;R12_S21;R13_S20;R14_S11;R20_S01;R21_S11;R22_S00;R23_S11;R24_S10;R30_S20;R31_S20;R32_S20;R33_S01;R34_S12;R41_S11;R42_S02;R43_S21,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11734/11734.yaml,debc99d2f7b85856edbab83abe9a048b18f3248750964e07301f6cb240ae5ea5,"[-0.123129999950621,-0.2604085195423186,0.1737804053920784,0.0049184674500422,0.2409652155986852,0.1094319387693515,-0.2501445928891683,0.0880896463189194,-0.2262973865544368,-0.2921577998772416,-0.1948059060314657,-0.0062109752158979,0.2763743129467704,-0.1049094623092224,-0.1333508617820648,0.1336952105813379,0.1575498787948835,-0.1854525083165017,0.1369085825036292,-0.1017280993464527,-0.1576002422121179,-0.2165652857385177,0.1498688565909573,-0.2750783132705743,-0.1697932719331261,-0.3666873796342555,0.0584261113768075,0.1001245908549315,-0.012577348253501,-0.1537304100389616,0.0771684566972468,-0.0740221729457382,-0.161062588060099,0.117986502335883,-0.2222837463782729,-0.1093243207773083,0.0461622567790279,0.3036279725383493,-0.0170176994677638,0.0994167296376932,-0.0097723782058192,0.3483137805710182,0.0712739070400432,-0.121421377117346,-0.084217031389763,0.0781580281771254,-0.0023101653277214,-0.1540397730074788,-0.0158162044915607,-0.0210423480637739]",new_v2
984,11757,i,1969,1970,-1.5,1.5,2034-05-23T01:09:33.380,5757,-78.385593,207.260969,-4.314757,64105.048303,57.885108,40.673137,32.114892,1.179471,0.411497,0.294473,0,2,0,21,1;15;19;30;40;51;61;69;77;88;94;105;112;124;131;141;144;158;167;171;180,R01_S01;R02_S20;R03_S01;R10_S10;R11_S11;R12_S20;R13_S21;R14_S20;R20_S12;R21_S21;R22_S11;R23_S20;R24_S11;R30_S21;R31_S12;R32_S20;R33_S00;R34_S12;R41_S12;R42_S00;R43_S00,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11757/11757.yaml,dd789281a36f27105cfbdf153f6cf385aa056420cf0d19e38c91df5eb89754d5,"[0.0319041831932191,0.0031029412887765,-0.0113523201862005,-0.0089090855596508,0.0078378754850226,-0.0121158458194438,-0.0121136169970296,7.325920569710147e-05,-0.0102295895924831,-0.0437816037469125,-0.0923039337167175,0.0263750202807881,-0.0257365710098562,0.0129125702503915,0.0265839466388317,-0.0456923964176515,-0.0122199983370376,-0.0090712092600792,-0.0268733730517858,0.0250294032503557,-0.0372842649506506,-0.0410210413754253,-0.0014320673702897,-0.0600327117305562,0.0575357190420699,-0.0536380961129165,0.0537369426141612,-0.0486616460021715,-0.0177898588662732,0.0506644618506327,0.0998882232450447,-0.0179781257537103,0.0342812558460726,0.0113628188608711,0.0858579691124114,0.0078945139481507,0.0854472961044175,0.0493078534427919,-0.0499233948302211,0.0861894061386761,0.0481414976466425,0.0420311473509749,-0.0234301573895287,-0.0073874185123667,0.0469242783755454,-0.0174961539657095,-0.0330268166982098,-0.0043262291698467,-0.0020119435046871,-0.0259914712227568]",new_v2
985,11760,i,1971,1972,-1.5,1.5,2031-12-23T06:47:57.467,5760,37.724242,160.699592,-37.07956,63223.283304,57.704254,112.882145,32.295746,1.179472,0.690766,1.056712,2,2,3,21,4;10;20;28;41;53;54;66;76;82;98;100;110;117;134;136;147;158;168;175;184,R01_S11;R02_S01;R03_S02;R10_S01;R11_S12;R12_S22;R13_S00;R14_S10;R20_S11;R21_S01;R22_S22;R23_S01;R24_S02;R30_S00;R31_S22;R32_S01;R33_S10;R34_S12;R41_S20;R42_S11;R43_S11,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11760/11760.yaml,f77215e3c54ac048bcf1d241b1bd66de59c00d660414ad7d8f8a267205a72583,"[0.2078811041559405,0.037251505423147,0.1587249691733883,-0.1129444194896028,0.1081329602998146,0.0954179513664129,-0.0230755679929077,-0.0031598561328142,-0.0495445359584189,0.093008283521474,0.0838174424003071,0.2301244363181418,-0.0276563470860892,-0.0845215075809773,0.1469841972358519,-0.1643060823984813,0.1165114165461229,-0.2546033529175925,0.0578887024357594,0.0889955383757463,-0.0510738712759182,0.5601563065853176,-0.0117979992047728,-0.1625808719310646,0.1275779170230404,0.2053904992711826,-0.1199260576371632,0.0375274008525331,0.1041038031071861,0.3125670360064559,-0.1731000781791672,-0.2164024061543665,0.2160826299440577,-0.0162122218316259,0.0096850451827406,0.100907913206448,-0.0523465065073575,0.1441308105943036,0.0811896096852607,-0.0479994414770726,0.0391675244334865,0.1851123266245169,0.0702328880492679,0.1019851820401664,-0.0091086002501383,0.0557826721504381,-0.1706464736706673,0.0189474982725465,0.1214181198701226,0.0689460858066719]",new_v2
986,11769,i,1973,1974,-1.5,1.5,2026-10-01T23:49:48.461,5769,51.160616,332.910458,-15.111331,61314.992922,53.772347,73.172513,36.227653,1.234224,0.592276,0.315888,0,1,4,21,7;13;22;34;40;52;57;63;79;87;95;104;114;122;133;142;146;157;168;174;186,R01_S21;R02_S11;R03_S11;R10_S21;R11_S11;R12_S21;R13_S10;R14_S00;R20_S21;R21_S20;R22_S12;R23_S12;R24_S20;R30_S12;R31_S21;R32_S21;R33_S02;R34_S11;R41_S20;R42_S10;R43_S20,/sdf/data/rubin/shared/aos_group/final_imsim_simulation/perturbation_11769/11769.yaml,e88f72be224080c923de6ceb5f97460144fa294906b2a4eb96641e1527a0e497,"[0.0229501608904113,-0.0064374219634337,-0.0194891642147056,-0.0361839403111602,0.0070937583442003,0.0120800300797565,-0.0139072092919415,-0.0026998217961901,0.0117221289628355,0.0190738274386372,-0.0928514093581027,-0.0262385613471572,0.1114290255470183,-0.0491043846405934,0.0255186948321955,0.034916856556594,0.0265987583014728,-0.017256220870645,0.0117266817244009,-0.0090866182628762,-0.0364422229985113,0.0146628931022398,-0.0099176575672415,0.0398592966058648,0.0559582138631157,0.0597830914175511,0.0065309165127445,-0.0493730412088901,0.0086408084602369,-0.0180179283673182,-0.0203700387390071,-0.0291090047198946,-0.0512415244761953,0.0059560005915195,-0.1109585958809688,0.0277437955432212,-0.0447813323747348,0.0355592029168221,-0.0019981317210494,-0.0291716771408163,-0.0085119955074484,-0.0428245443702836,0.0301234618359842,-0.0060662532169941,0.0464039301122575,-0.0232483910254784,-0.0314812969217733,-0.1114983845940186,0.060993896862227,-0.1129774628959208]",new_v2
