state_index,seqid,raft,sensor,detector_id,detector_name,focal_x_mm,focal_y_mm,focal_r_mm
586,6363,R41,S12,167,R41_S12,-84.76,253.99,267.7596
586,6363,R42,S10,174,R42_S10,-42.26,253.99,257.4817
586,6363,R43,S01,181,R43_S01,126.99,211.74,246.9014
587,6368,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
587,6368,R02,S11,13,R02_S11,-0.01,-254.01,254.01
587,6368,R03,S01,19,R03_S01,126.99,-296.26,322.3297
587,6368,R10,S00,27,R10_S00,-296.26,-169.26,341.2022
587,6368,R11,S22,44,R11_S22,-84.75,-84.75,119.8546
587,6368,R12,S20,51,R12_S20,-42.25,-84.75,94.6975
587,6368,R13,S00,54,R13_S00,84.75,-169.25,189.2832
587,6368,R14,S21,70,R14_S21,254.0,-84.75,267.7659
587,6368,R20,S21,79,R20_S21,-254.01,42.24,257.4982
587,6368,R21,S12,86,R21_S12,-84.75,0.0,84.75
587,6368,R22,S10,93,R22_S10,-42.25,0.0,42.25
587,6368,R23,S22,107,R23_S22,169.25,42.25,174.4438
587,6368,R24,S20,114,R24_S20,211.75,42.25,215.9239
587,6368,R30,S22,125,R30_S22,-211.75,169.25,271.0786
587,6368,R31,S00,126,R31_S00,-169.25,84.75,189.2832
587,6368,R32,S20,141,R32_S20,-42.25,169.25,174.4438
587,6368,R33,S10,147,R33_S10,84.75,127.0,152.6812
587,6368,R34,S21,160,R34_S21,254.0,169.25,305.2238
587,6368,R41,S02,164,R41_S02,-84.76,211.74,228.0747
587,6368,R42,S02,173,R42_S02,42.24,211.74,215.9121
587,6368,R43,S00,180,R43_S00,84.74,211.74,228.0673
588,6370,R01,S02,2,R01_S02,-84.76,-296.26,308.1465
588,6370,R02,S02,11,R02_S02,42.24,-296.26,299.2561
588,6370,R03,S00,18,R03_S00,84.74,-296.26,308.141
588,6370,R10,S10,30,R10_S10,-296.26,-127.01,322.3376
588,6370,R11,S12,41,R11_S12,-84.75,-127.0,152.6812
588,6370,R12,S21,52,R12_S21,0.0,-84.75,84.75
588,6370,R13,S00,54,R13_S00,84.75,-169.25,189.2832
588,6370,R14,S00,63,R14_S00,211.75,-169.25,271.0786
588,6370,R20,S10,75,R20_S10,-296.26,-0.01,296.26
588,6370,R21,S20,87,R21_S20,-169.25,42.25,174.4438
588,6370,R22,S00,90,R22_S00,-42.25,-42.25,59.7505
588,6370,R23,S00,99,R23_S00,84.75,-42.25,94.6975
588,6370,R24,S22,116,R24_S22,296.25,42.25,299.2476
588,6370,R30,S11,121,R30_S11,-254.0,127.0,283.9806
588,6370,R31,S21,133,R31_S21,-127.0,169.25,211.6
588,6370,R32,S12,140,R32_S12,42.25,127.0,133.8434
588,6370,R33,S00,144,R33_S00,84.75,84.75,119.8546
588,6370,R34,S10,156,R34_S10,211.75,127.0,246.9151
588,6370,R41,S01,163,R41_S01,-127.01,211.74,246.9117
588,6370,R42,S20,177,R42_S20,-42.26,296.24,299.2391
588,6370,R43,S22,188,R43_S22,169.24,296.24,341.1749
589,6376,R01,S21,7,R01_S21,-127.01,-211.76,246.9288
589,6376,R02,S10,12,R02_S10,-42.26,-254.01,257.5014
589,6376,R03,S10,21,R03_S10,84.74,-254.01,267.7722
589,6376,R10,S01,28,R10_S01,-254.01,-169.26,305.2377
589,6376,R11,S11,40,R11_S11,-127.0,-127.0,179.6051
589,6376,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
589,6376,R13,S10,57,R13_S10,84.75,-127.0,152.6812
589,6376,R14,S11,67,R14_S11,254.0,-127.0,283.9806
589,6376,R20,S10,75,R20_S10,-296.26,-0.01,296.26
589,6376,R21,S00,81,R21_S00,-169.25,-42.25,174.4438
589,6376,R22,S12,95,R22_S12,42.25,0.0,42.25
589,6376,R23,S10,102,R23_S10,84.75,0.0,84.75
589,6376,R24,S01,109,R24_S01,254.0,-42.25,257.4899
589,6376,R30,S21,124,R30_S21,-254.0,169.25,305.2238
589,6376,R31,S10,129,R31_S10,-169.25,127.0,211.6
589,6376,R32,S12,140,R32_S12,42.25,127.0,133.8434
589,6376,R33,S20,150,R33_S20,84.75,169.25,189.2832
589,6376,R34,S02,155,R34_S02,296.25,84.75,308.1341
589,6376,R41,S21,169,R41_S21,-127.01,296.24,322.3192
589,6376,R42,S10,174,R42_S10,-42.26,253.99,257.4817
589,6376,R43,S20,186,R43_S20,84.74,296.24,308.1217
590,6384,R01,S00,0,R01_S00,-169.26,-296.26,341.2022
590,6384,R02,S02,11,R02_S02,42.24,-296.26,299.2561
590,6384,R03,S10,21,R03_S10,84.74,-254.01,267.7722
590,6384,R10,S11,31,R10_S11,-254.01,-127.01,283.994
590,6384,R11,S22,44,R11_S22,-84.75,-84.75,119.8546
590,6384,R12,S22,53,R12_S22,42.25,-84.75,94.6975
590,6384,R13,S01,55,R13_S01,127.0,-169.25,211.6
590,6384,R14,S10,66,R14_S10,211.75,-127.0,246.9151
590,6384,R20,S22,80,R20_S22,-211.76,42.24,215.9317
590,6384,R21,S00,81,R21_S00,-169.25,-42.25,174.4438
590,6384,R22,S11,94,R22_S11,0.0,0.0,0.0
590,6384,R23,S12,104,R23_S12,169.25,0.0,169.25
590,6384,R24,S00,108,R24_S00,211.75,-42.25,215.9239
590,6384,R30,S10,120,R30_S10,-296.25,127.0,322.3245
590,6384,R31,S01,127,R31_S01,-127.0,84.75,152.6812
590,6384,R32,S20,141,R32_S20,-42.25,169.25,174.4438
590,6384,R33,S00,144,R33_S00,84.75,84.75,119.8546
590,6384,R34,S00,153,R34_S00,211.75,84.75,228.0803
590,6384,R41,S22,170,R41_S22,-84.76,296.24,308.1272
590,6384,R42,S10,174,R42_S10,-42.26,253.99,257.4817
590,6384,R43,S20,186,R43_S20,84.74,296.24,308.1217
591,6390,R01,S10,3,R01_S10,-169.26,-254.01,305.2377
591,6390,R02,S21,16,R02_S21,-0.01,-211.76,211.76
591,6390,R03,S01,19,R03_S01,126.99,-296.26,322.3297
591,6390,R10,S11,31,R10_S11,-254.01,-127.01,283.994
591,6390,R11,S22,44,R11_S22,-84.75,-84.75,119.8546
591,6390,R12,S20,51,R12_S20,-42.25,-84.75,94.6975
591,6390,R13,S20,60,R13_S20,84.75,-84.75,119.8546
591,6390,R14,S01,64,R14_S01,254.0,-169.25,305.2238
591,6390,R20,S22,80,R20_S22,-211.76,42.24,215.9317
591,6390,R21,S10,84,R21_S10,-169.25,0.0,169.25
591,6390,R22,S00,90,R22_S00,-42.25,-42.25,59.7505
591,6390,R23,S11,103,R23_S11,127.0,0.0,127.0
591,6390,R24,S02,110,R24_S02,296.25,-42.25,299.2476
591,6390,R30,S22,125,R30_S22,-211.75,169.25,271.0786
591,6390,R31,S01,127,R31_S01,-127.0,84.75,152.6812
591,6390,R32,S10,138,R32_S10,-42.25,127.0,133.8434
591,6390,R33,S21,151,R33_S21,127.0,169.25,211.6
591,6390,R34,S02,155,R34_S02,296.25,84.75,308.1341
591,6390,R41,S10,165,R41_S10,-169.26,253.99,305.221
591,6390,R42,S10,174,R42_S10,-42.26,253.99,257.4817
591,6390,R43,S00,180,R43_S00,84.74,211.74,228.0673
592,6392,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
592,6392,R02,S22,17,R02_S22,42.24,-211.76,215.9317
592,6392,R03,S20,24,R03_S20,84.74,-211.76,228.0859
592,6392,R10,S11,31,R10_S11,-254.01,-127.01,283.994
592,6392,R11,S11,40,R11_S11,-127.0,-127.0,179.6051
592,6392,R12,S01,46,R12_S01,0.0,-169.25,169.25
592,6392,R13,S11,58,R13_S11,127.0,-127.0,179.6051
592,6392,R14,S12,68,R14_S12,296.25,-127.0,322.3245
592,6392,R20,S00,72,R20_S00,-296.26,-42.26,299.2589
592,6392,R21,S01,82,R21_S01,-127.0,-42.25,133.8434
592,6392,R22,S12,95,R22_S12,42.25,0.0,42.25
592,6392,R23,S22,107,R23_S22,169.25,42.25,174.4438
592,6392,R24,S22,116,R24_S22,296.25,42.25,299.2476
592,6392,R30,S22,125,R30_S22,-211.75,169.25,271.0786
592,6392,R31,S21,133,R31_S21,-127.0,169.25,211.6
592,6392,R32,S01,136,R32_S01,0.0,84.75,84.75
592,6392,R33,S01,145,R33_S01,127.0,84.75,152.6812
592,6392,R34,S02,155,R34_S02,296.25,84.75,308.1341
592,6392,R41,S21,169,R41_S21,-127.01,296.24,322.3192
592,6392,R42,S20,177,R42_S20,-42.26,296.24,299.2391
592,6392,R43,S20,186,R43_S20,84.74,296.24,308.1217
593,6409,R01,S02,2,R01_S02,-84.76,-296.26,308.1465
593,6409,R02,S22,17,R02_S22,42.24,-211.76,215.9317
593,6409,R03,S21,25,R03_S21,126.99,-211.76,246.9185
593,6409,R10,S00,27,R10_S00,-296.26,-169.26,341.2022
593,6409,R11,S10,39,R11_S10,-169.25,-127.0,211.6
593,6409,R12,S01,46,R12_S01,0.0,-169.25,169.25
593,6409,R13,S11,58,R13_S11,127.0,-127.0,179.6051
593,6409,R14,S11,67,R14_S11,254.0,-127.0,283.9806
593,6409,R20,S00,72,R20_S00,-296.26,-42.26,299.2589
593,6409,R21,S12,86,R21_S12,-84.75,0.0,84.75
593,6409,R22,S20,96,R22_S20,-42.25,42.25,59.7505
593,6409,R23,S12,104,R23_S12,169.25,0.0,169.25
593,6409,R24,S00,108,R24_S00,211.75,-42.25,215.9239
593,6409,R30,S21,124,R30_S21,-254.0,169.25,305.2238
593,6409,R31,S00,126,R31_S00,-169.25,84.75,189.2832
593,6409,R32,S20,141,R32_S20,-42.25,169.25,174.4438
593,6409,R33,S20,150,R33_S20,84.75,169.25,189.2832
593,6409,R34,S21,160,R34_S21,254.0,169.25,305.2238
593,6409,R41,S10,165,R41_S10,-169.26,253.99,305.221
593,6409,R42,S12,176,R42_S12,42.24,253.99,257.4784
593,6409,R43,S10,183,R43_S10,84.74,253.99,267.7532
594,6418,R01,S11,4,R01_S11,-127.01,-254.01,283.994
594,6418,R02,S00,9,R02_S00,-42.26,-296.26,299.2589
594,6418,R03,S01,19,R03_S01,126.99,-296.26,322.3297
594,6418,R10,S02,29,R10_S02,-211.76,-169.26,271.0927
594,6418,R11,S20,42,R11_S20,-169.25,-84.75,189.2832
594,6418,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
594,6418,R13,S12,59,R13_S12,169.25,-127.0,211.6
594,6418,R14,S10,66,R14_S10,211.75,-127.0,246.9151
594,6418,R20,S22,80,R20_S22,-211.76,42.24,215.9317
594,6418,R21,S20,87,R21_S20,-169.25,42.25,174.4438
594,6418,R22,S10,93,R22_S10,-42.25,0.0,42.25
594,6418,R23,S22,107,R23_S22,169.25,42.25,174.4438
594,6418,R24,S20,114,R24_S20,211.75,42.25,215.9239
594,6418,R30,S22,125,R30_S22,-211.75,169.25,271.0786
594,6418,R31,S12,131,R31_S12,-84.75,127.0,152.6812
594,6418,R32,S02,137,R32_S02,42.25,84.75,94.6975
594,6418,R33,S01,145,R33_S01,127.0,84.75,152.6812
594,6418,R34,S11,157,R34_S11,254.0,127.0,283.9806
594,6418,R41,S12,167,R41_S12,-84.76,253.99,267.7596
594,6418,R42,S00,171,R42_S00,-42.26,211.74,215.916
594,6418,R43,S11,184,R43_S11,126.99,253.99,283.9672
595,6458,R01,S20,6,R01_S20,-169.26,-211.76,271.0927
595,6458,R02,S20,15,R02_S20,-42.26,-211.76,215.9357
595,6458,R03,S02,20,R03_S02,169.24,-296.26,341.1923
595,6458,R10,S20,33,R10_S20,-296.26,-84.76,308.1465
595,6458,R11,S02,38,R11_S02,-84.75,-169.25,189.2832
595,6458,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
595,6458,R13,S20,60,R13_S20,84.75,-84.75,119.8546
595,6458,R14,S00,63,R14_S00,211.75,-169.25,271.0786
595,6458,R20,S02,74,R20_S02,-211.76,-42.26,215.9357
595,6458,R21,S12,86,R21_S12,-84.75,0.0,84.75
595,6458,R22,S21,97,R22_S21,0.0,42.25,42.25
595,6458,R23,S02,101,R23_S02,169.25,-42.25,174.4438
595,6458,R24,S02,110,R24_S02,296.25,-42.25,299.2476
595,6458,R30,S20,123,R30_S20,-296.25,169.25,341.1885
595,6458,R31,S22,134,R31_S22,-84.75,169.25,189.2832
595,6458,R32,S20,141,R32_S20,-42.25,169.25,174.4438
595,6458,R33,S12,149,R33_S12,169.25,127.0,211.6
595,6458,R34,S11,157,R34_S11,254.0,127.0,283.9806
595,6458,R41,S20,168,R41_S20,-169.26,296.24,341.1848
595,6458,R42,S11,175,R42_S11,-0.01,253.99,253.99
595,6458,R43,S10,183,R43_S10,84.74,253.99,267.7532
596,6462,R01,S10,3,R01_S10,-169.26,-254.01,305.2377
596,6462,R02,S11,13,R02_S11,-0.01,-254.01,254.01
596,6462,R03,S11,22,R03_S11,126.99,-254.01,283.9851
596,6462,R10,S21,34,R10_S21,-254.01,-84.76,267.7785
596,6462,R11,S20,42,R11_S20,-169.25,-84.75,189.2832
596,6462,R12,S21,52,R12_S21,0.0,-84.75,84.75
596,6462,R13,S22,62,R13_S22,169.25,-84.75,189.2832
596,6462,R14,S12,68,R14_S12,296.25,-127.0,322.3245
596,6462,R20,S12,77,R20_S12,-211.76,-0.01,211.76
596,6462,R21,S22,89,R21_S22,-84.75,42.25,94.6975
596,6462,R22,S22,98,R22_S22,42.25,42.25,59.7505
596,6462,R23,S21,106,R23_S21,127.0,42.25,133.8434
596,6462,R24,S01,109,R24_S01,254.0,-42.25,257.4899
596,6462,R30,S22,125,R30_S22,-211.75,169.25,271.0786
596,6462,R31,S21,133,R31_S21,-127.0,169.25,211.6
596,6462,R32,S00,135,R32_S00,-42.25,84.75,94.6975
596,6462,R33,S00,144,R33_S00,84.75,84.75,119.8546
596,6462,R34,S11,157,R34_S11,254.0,127.0,283.9806
596,6462,R41,S22,170,R41_S22,-84.76,296.24,308.1272
596,6462,R42,S00,171,R42_S00,-42.26,211.74,215.916
596,6462,R43,S22,188,R43_S22,169.24,296.24,341.1749
597,6473,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
597,6473,R02,S01,10,R02_S01,-0.01,-296.26,296.26
597,6473,R03,S00,18,R03_S00,84.74,-296.26,308.141
597,6473,R10,S10,30,R10_S10,-296.26,-127.01,322.3376
597,6473,R11,S01,37,R11_S01,-127.0,-169.25,211.6
597,6473,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
597,6473,R13,S10,57,R13_S10,84.75,-127.0,152.6812
597,6473,R14,S10,66,R14_S10,211.75,-127.0,246.9151
597,6473,R20,S02,74,R20_S02,-211.76,-42.26,215.9357
597,6473,R21,S22,89,R21_S22,-84.75,42.25,94.6975
597,6473,R22,S00,90,R22_S00,-42.25,-42.25,59.7505
597,6473,R23,S20,105,R23_S20,84.75,42.25,94.6975
597,6473,R24,S20,114,R24_S20,211.75,42.25,215.9239
597,6473,R30,S11,121,R30_S11,-254.0,127.0,283.9806
597,6473,R31,S20,132,R31_S20,-169.25,169.25,239.3556
597,6473,R32,S12,140,R32_S12,42.25,127.0,133.8434
597,6473,R33,S11,148,R33_S11,127.0,127.0,179.6051
597,6473,R34,S00,153,R34_S00,211.75,84.75,228.0803
597,6473,R41,S22,170,R41_S22,-84.76,296.24,308.1272
597,6473,R42,S01,172,R42_S01,-0.01,211.74,211.74
597,6473,R43,S21,187,R43_S21,126.99,296.24,322.3113
598,6481,R01,S10,3,R01_S10,-169.26,-254.01,305.2377
598,6481,R02,S12,14,R02_S12,42.24,-254.01,257.4982
598,6481,R03,S00,18,R03_S00,84.74,-296.26,308.141
598,6481,R10,S12,32,R10_S12,-211.76,-127.01,246.9288
598,6481,R11,S22,44,R11_S22,-84.75,-84.75,119.8546
598,6481,R12,S01,46,R12_S01,0.0,-169.25,169.25
598,6481,R13,S11,58,R13_S11,127.0,-127.0,179.6051
598,6481,R14,S11,67,R14_S11,254.0,-127.0,283.9806
598,6481,R20,S10,75,R20_S10,-296.26,-0.01,296.26
598,6481,R21,S11,85,R21_S11,-127.0,0.0,127.0
598,6481,R22,S21,97,R22_S21,0.0,42.25,42.25
598,6481,R23,S01,100,R23_S01,127.0,-42.25,133.8434
598,6481,R24,S22,116,R24_S22,296.25,42.25,299.2476
598,6481,R30,S21,124,R30_S21,-254.0,169.25,305.2238
598,6481,R31,S10,129,R31_S10,-169.25,127.0,211.6
598,6481,R32,S12,140,R32_S12,42.25,127.0,133.8434
598,6481,R33,S21,151,R33_S21,127.0,169.25,211.6
598,6481,R34,S22,161,R34_S22,296.25,169.25,341.1885
598,6481,R41,S20,168,R41_S20,-169.26,296.24,341.1848
598,6481,R42,S22,179,R42_S22,42.24,296.24,299.2363
598,6481,R43,S12,185,R43_S12,169.24,253.99,305.2099
599,6486,R01,S22,8,R01_S22,-84.76,-211.76,228.0933
599,6486,R02,S21,16,R02_S21,-0.01,-211.76,211.76
599,6486,R03,S00,18,R03_S00,84.74,-296.26,308.141
599,6486,R10,S11,31,R10_S11,-254.01,-127.01,283.994
599,6486,R11,S00,36,R11_S00,-169.25,-169.25,239.3556
599,6486,R12,S11,49,R12_S11,0.0,-127.0,127.0
599,6486,R13,S01,55,R13_S01,127.0,-169.25,211.6
599,6486,R14,S10,66,R14_S10,211.75,-127.0,246.9151
599,6486,R20,S12,77,R20_S12,-211.76,-0.01,211.76
599,6486,R21,S22,89,R21_S22,-84.75,42.25,94.6975
599,6486,R22,S01,91,R22_S01,0.0,-42.25,42.25
599,6486,R23,S12,104,R23_S12,169.25,0.0,169.25
599,6486,R24,S12,113,R24_S12,296.25,0.0,296.25
599,6486,R30,S00,117,R30_S00,-296.25,84.75,308.1341
599,6486,R31,S01,127,R31_S01,-127.0,84.75,152.6812
599,6486,R32,S02,137,R32_S02,42.25,84.75,94.6975
599,6486,R33,S00,144,R33_S00,84.75,84.75,119.8546
599,6486,R34,S20,159,R34_S20,211.75,169.25,271.0786
599,6486,R41,S20,168,R41_S20,-169.26,296.24,341.1848
599,6486,R42,S20,177,R42_S20,-42.26,296.24,299.2391
599,6486,R43,S01,181,R43_S01,126.99,211.74,246.9014
600,6496,R01,S10,3,R01_S10,-169.26,-254.01,305.2377
600,6496,R02,S10,12,R02_S10,-42.26,-254.01,257.5014
600,6496,R03,S21,25,R03_S21,126.99,-211.76,246.9185
600,6496,R10,S21,34,R10_S21,-254.01,-84.76,267.7785
600,6496,R11,S12,41,R11_S12,-84.75,-127.0,152.6812
600,6496,R12,S00,45,R12_S00,-42.25,-169.25,174.4438
600,6496,R13,S21,61,R13_S21,127.0,-84.75,152.6812
600,6496,R14,S10,66,R14_S10,211.75,-127.0,246.9151
600,6496,R20,S21,79,R20_S21,-254.01,42.24,257.4982
600,6496,R21,S21,88,R21_S21,-127.0,42.25,133.8434
600,6496,R22,S21,97,R22_S21,0.0,42.25,42.25
600,6496,R23,S10,102,R23_S10,84.75,0.0,84.75
600,6496,R24,S10,111,R24_S10,211.75,0.0,211.75
600,6496,R30,S01,118,R30_S01,-254.0,84.75,267.7659
600,6496,R31,S00,126,R31_S00,-169.25,84.75,189.2832
600,6496,R32,S12,140,R32_S12,42.25,127.0,133.8434
600,6496,R33,S10,147,R33_S10,84.75,127.0,152.6812
600,6496,R34,S02,155,R34_S02,296.25,84.75,308.1341
600,6496,R41,S11,166,R41_S11,-127.01,253.99,283.9762
600,6496,R42,S01,172,R42_S01,-0.01,211.74,211.74
600,6496,R43,S22,188,R43_S22,169.24,296.24,341.1749
601,6503,R01,S21,7,R01_S21,-127.01,-211.76,246.9288
601,6503,R02,S02,11,R02_S02,42.24,-296.26,299.2561
601,6503,R03,S22,26,R03_S22,169.24,-211.76,271.0802
601,6503,R10,S02,29,R10_S02,-211.76,-169.26,271.0927
601,6503,R11,S01,37,R11_S01,-127.0,-169.25,211.6
601,6503,R12,S02,47,R12_S02,42.25,-169.25,174.4438
601,6503,R13,S11,58,R13_S11,127.0,-127.0,179.6051
601,6503,R14,S12,68,R14_S12,296.25,-127.0,322.3245
601,6503,R20,S10,75,R20_S10,-296.26,-0.01,296.26
601,6503,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
601,6503,R22,S12,95,R22_S12,42.25,0.0,42.25
601,6503,R23,S00,99,R23_S00,84.75,-42.25,94.6975
601,6503,R24,S10,111,R24_S10,211.75,0.0,211.75
601,6503,R30,S11,121,R30_S11,-254.0,127.0,283.9806
601,6503,R31,S00,126,R31_S00,-169.25,84.75,189.2832
601,6503,R32,S01,136,R32_S01,0.0,84.75,84.75
601,6503,R33,S01,145,R33_S01,127.0,84.75,152.6812
601,6503,R34,S02,155,R34_S02,296.25,84.75,308.1341
601,6503,R41,S21,169,R41_S21,-127.01,296.24,322.3192
601,6503,R42,S21,178,R42_S21,-0.01,296.24,296.24
601,6503,R43,S10,183,R43_S10,84.74,253.99,267.7532
602,6528,R01,S00,0,R01_S00,-169.26,-296.26,341.2022
602,6528,R02,S12,14,R02_S12,42.24,-254.01,257.4982
602,6528,R03,S12,23,R03_S12,169.24,-254.01,305.2266
602,6528,R10,S10,30,R10_S10,-296.26,-127.01,322.3376
602,6528,R11,S11,40,R11_S11,-127.0,-127.0,179.6051
602,6528,R12,S11,49,R12_S11,0.0,-127.0,127.0
602,6528,R13,S11,58,R13_S11,127.0,-127.0,179.6051
602,6528,R14,S20,69,R14_S20,211.75,-84.75,228.0803
602,6528,R20,S20,78,R20_S20,-296.26,42.24,299.2561
602,6528,R21,S00,81,R21_S00,-169.25,-42.25,174.4438
602,6528,R22,S02,92,R22_S02,42.25,-42.25,59.7505
602,6528,R23,S12,104,R23_S12,169.25,0.0,169.25
602,6528,R24,S00,108,R24_S00,211.75,-42.25,215.9239
602,6528,R30,S00,117,R30_S00,-296.25,84.75,308.1341
602,6528,R31,S02,128,R31_S02,-84.75,84.75,119.8546
602,6528,R32,S12,140,R32_S12,42.25,127.0,133.8434
602,6528,R33,S22,152,R33_S22,169.25,169.25,239.3556
602,6528,R34,S22,161,R34_S22,296.25,169.25,341.1885
602,6528,R41,S00,162,R41_S00,-169.26,211.74,271.0771
602,6528,R42,S12,176,R42_S12,42.24,253.99,257.4784
602,6528,R43,S11,184,R43_S11,126.99,253.99,283.9672
603,6541,R01,S00,0,R01_S00,-169.26,-296.26,341.2022
603,6541,R02,S00,9,R02_S00,-42.26,-296.26,299.2589
603,6541,R03,S12,23,R03_S12,169.24,-254.01,305.2266
603,6541,R10,S01,28,R10_S01,-254.01,-169.26,305.2377
603,6541,R11,S01,37,R11_S01,-127.0,-169.25,211.6
603,6541,R12,S22,53,R12_S22,42.25,-84.75,94.6975
603,6541,R13,S02,56,R13_S02,169.25,-169.25,239.3556
603,6541,R14,S00,63,R14_S00,211.75,-169.25,271.0786
603,6541,R20,S12,77,R20_S12,-211.76,-0.01,211.76
603,6541,R21,S21,88,R21_S21,-127.0,42.25,133.8434
603,6541,R22,S22,98,R22_S22,42.25,42.25,59.7505
603,6541,R23,S20,105,R23_S20,84.75,42.25,94.6975
603,6541,R24,S02,110,R24_S02,296.25,-42.25,299.2476
603,6541,R30,S22,125,R30_S22,-211.75,169.25,271.0786
603,6541,R31,S01,127,R31_S01,-127.0,84.75,152.6812
603,6541,R32,S11,139,R32_S11,0.0,127.0,127.0
603,6541,R33,S00,144,R33_S00,84.75,84.75,119.8546
603,6541,R34,S02,155,R34_S02,296.25,84.75,308.1341
603,6541,R41,S22,170,R41_S22,-84.76,296.24,308.1272
603,6541,R42,S11,175,R42_S11,-0.01,253.99,253.99
603,6541,R43,S01,181,R43_S01,126.99,211.74,246.9014
604,6544,R01,S02,2,R01_S02,-84.76,-296.26,308.1465
604,6544,R02,S00,9,R02_S00,-42.26,-296.26,299.2589
604,6544,R03,S01,19,R03_S01,126.99,-296.26,322.3297
604,6544,R10,S11,31,R10_S11,-254.01,-127.01,283.994
604,6544,R11,S22,44,R11_S22,-84.75,-84.75,119.8546
604,6544,R12,S20,51,R12_S20,-42.25,-84.75,94.6975
604,6544,R13,S12,59,R13_S12,169.25,-127.0,211.6
604,6544,R14,S11,67,R14_S11,254.0,-127.0,283.9806
604,6544,R20,S00,72,R20_S00,-296.26,-42.26,299.2589
604,6544,R21,S21,88,R21_S21,-127.0,42.25,133.8434
604,6544,R22,S11,94,R22_S11,0.0,0.0,0.0
604,6544,R23,S02,101,R23_S02,169.25,-42.25,174.4438
604,6544,R24,S02,110,R24_S02,296.25,-42.25,299.2476
604,6544,R30,S11,121,R30_S11,-254.0,127.0,283.9806
604,6544,R31,S20,132,R31_S20,-169.25,169.25,239.3556
604,6544,R32,S01,136,R32_S01,0.0,84.75,84.75
604,6544,R33,S11,148,R33_S11,127.0,127.0,179.6051
604,6544,R34,S22,161,R34_S22,296.25,169.25,341.1885
604,6544,R41,S11,166,R41_S11,-127.01,253.99,283.9762
604,6544,R42,S11,175,R42_S11,-0.01,253.99,253.99
604,6544,R43,S20,186,R43_S20,84.74,296.24,308.1217
605,6562,R01,S01,1,R01_S01,-127.01,-296.26,322.3376
605,6562,R02,S01,10,R02_S01,-0.01,-296.26,296.26
605,6562,R03,S01,19,R03_S01,126.99,-296.26,322.3297
605,6562,R10,S02,29,R10_S02,-211.76,-169.26,271.0927
605,6562,R11,S10,39,R11_S10,-169.25,-127.0,211.6
605,6562,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
605,6562,R13,S20,60,R13_S20,84.75,-84.75,119.8546
605,6562,R14,S22,71,R14_S22,296.25,-84.75,308.1341
605,6562,R20,S22,80,R20_S22,-211.76,42.24,215.9317
605,6562,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
605,6562,R22,S12,95,R22_S12,42.25,0.0,42.25
605,6562,R23,S21,106,R23_S21,127.0,42.25,133.8434
605,6562,R24,S11,112,R24_S11,254.0,0.0,254.0
605,6562,R30,S11,121,R30_S11,-254.0,127.0,283.9806
605,6562,R31,S20,132,R31_S20,-169.25,169.25,239.3556
605,6562,R32,S10,138,R32_S10,-42.25,127.0,133.8434
605,6562,R33,S00,144,R33_S00,84.75,84.75,119.8546
605,6562,R34,S21,160,R34_S21,254.0,169.25,305.2238
605,6562,R41,S22,170,R41_S22,-84.76,296.24,308.1272
605,6562,R42,S00,171,R42_S00,-42.26,211.74,215.916
605,6562,R43,S22,188,R43_S22,169.24,296.24,341.1749
606,6565,R01,S20,6,R01_S20,-169.26,-211.76,271.0927
606,6565,R02,S22,17,R02_S22,42.24,-211.76,215.9317
606,6565,R03,S11,22,R03_S11,126.99,-254.01,283.9851
606,6565,R10,S01,28,R10_S01,-254.01,-169.26,305.2377
606,6565,R11,S10,39,R11_S10,-169.25,-127.0,211.6
606,6565,R12,S10,48,R12_S10,-42.25,-127.0,133.8434
606,6565,R13,S11,58,R13_S11,127.0,-127.0,179.6051
606,6565,R14,S10,66,R14_S10,211.75,-127.0,246.9151
606,6565,R20,S02,74,R20_S02,-211.76,-42.26,215.9357
606,6565,R21,S02,83,R21_S02,-84.75,-42.25,94.6975
606,6565,R22,S10,93,R22_S10,-42.25,0.0,42.25
606,6565,R23,S20,105,R23_S20,84.75,42.25,94.6975
606,6565,R24,S11,112,R24_S11,254.0,0.0,254.0
606,6565,R30,S02,119,R30_S02,-211.75,84.75,228.0803
606,6565,R31,S21,133,R31_S21,-127.0,169.25,211.6
606,6565,R32,S12,140,R32_S12,42.25,127.0,133.8434
606,6565,R33,S12,149,R33_S12,169.25,127.0,211.6
606,6565,R34,S21,160,R34_S21,254.0,169.25,305.2238
606,6565,R41,S02,164,R41_S02,-84.76,211.74,228.0747
606,6565,R42,S00,171,R42_S00,-42.26,211.74,215.916
606,6565,R43,S10,183,R43_S10,84.74,253.99,267.7532
607,6585,R01,S02,2,R01_S02,-84.76,-296.26,308.1465
607,6585,R02,S11,13,R02_S11,-0.01,-254.01,254.01
