SEQID,PERTID,BAND,RTP,RA,DEC,SEEING,MJD,AIRMASS,ALTITUDE,AZIMUTH,ZENITH,DOF
5496,5496,g,45.545123,315.38353,-59.767332,0.759854,61652.157018,1.165115,59.335109,192.759586,30.664891,"[-0.0203801493865428,-0.0135306148691205,0.0095224249714428,0.0086793486070528,-0.0338860531953784,0.0166789338191655,-0.0119482616426366,0.0035429864045364,0.0499459986300744,0.006104127396217,0.0568746839962085,0.0620037489647858,0.051710499608146,0.0116897588205506,-0.0161948194303812,0.0852775203363291,0.0165949563477792,0.0116825135105791,-0.0895595767954526,-0.1069741075400953,0.0545459787512044,0.0325250749155367,0.0285435931037897,-0.0272941311122891,-0.0505311076093709,0.026127697745054,0.0030658427475399,0.0135735605954881,-0.0701732136603905,0.0296348733661414,0.0227087901627532,0.0063396804117275,0.009035390922823,-0.0573551048448678,-0.0379089148253662,-0.0497526541788437,-0.0863322436712177,0.0928080401522207,-0.0285127144076504,-0.026646335210609,0.1349714456855132,0.0322406081381034,-0.0033049616915219,0.0061598612246624,-0.0356241711705508,0.0565852374364733,0.0517564727104419,-0.1190973755378027,0.0434835297430575,-0.0662151686609627]"
5497,5497,i,62.715144,118.278968,-34.388911,0.889293,62960.054147,1.059824,70.707954,251.474982,19.292046,"[0.0059258749092134,-0.0152015830802301,-0.0007793330958369,-0.0097323555354378,-0.0018831345302836,0.0009702766019501,-0.0040614355740724,-0.0047635920109457,0.0007741504566481,-0.0061215824797521,-0.0578257586628162,-0.117564546040607,0.0626617610496852,-0.0518160435298128,-0.0389986450699458,-0.0298201128305393,0.0821070147206275,0.0158778801416432,-0.0995929796500478,0.0105895588422873,0.0519526698867706,-0.0358020907414522,-0.0215212466912909,-0.0282298701794977,0.0577761987899582,-0.0203152958794411,0.0624425025551315,-0.0119625148690101,0.0179681459641678,0.0387383366077537,-0.0732714211099973,0.003630448149937,0.0083263910023084,0.0032341815419801,-0.0567158510297629,-0.060154393317585,0.0506043458505725,0.1227880202677463,-0.0123116784556126,-0.0568325371429012,0.0193307081720484,0.0147429886872573,-0.0753999046528646,-0.0251791658198606,0.0056232393248687,0.0265270786848791,-0.0149628290859881,-0.0298720933257481,0.0437323698545365,-0.1048405253897568]"
5498,5498,g,18.022701,320.232274,-49.391461,0.664846,61285.059513,1.140004,61.123488,139.403954,28.876512,"[-0.1295816036310234,0.035461078268011,-0.1503418701498144,-0.0047600594492502,0.0063301571152242,-0.0791491005734139,0.0510789484148637,-0.4509407104334434,0.262972760853676,0.1833728710577254,-0.0641535578384093,0.0209041076491476,0.2034857186584706,0.1010027929167479,0.0228518597259229,-0.1332739830755965,-0.0098213561605707,0.2566681542418252,-0.0757357612031791,-0.1400855468634645,0.2093126225582283,0.2391835894989976,-0.1861129705854522,0.1555310724296802,0.3755926328842982,-0.0918152737997386,0.1751338321724511,0.1376880309063379,0.0174310682920914,0.0117887815819735,-0.1353813686032791,-0.2490768955766099,0.0463712899044445,-0.0684376485795845,-0.1800192253624674,0.1632503944687664,-0.0611343682764033,-0.0309489976915284,-0.2011549542103952,0.2133327457001182,-0.0136821595710927,-0.3029365706214418,-0.1414007751557626,-0.1197934489608275,-0.2235999955843866,-0.0446038746439367,-0.0706892100523308,-0.1308517493661799,-0.066552167413908,-0.0453972788823749]"
5499,5499,i,35.866265,178.26963,-35.519969,0.571761,64330.310926,1.145243,60.487014,109.97415,29.512986,"[-0.0837712583257153,0.0610451231362918,-0.0655751405852374,-0.2483562167869312,0.0355142160665518,-0.0577334738015975,0.0037475920863049,-0.134054577165242,-0.1457144178074665,0.1414466460139664,0.149183636023528,-0.4002671286938787,-0.1059075935944005,-0.2049414481035369,0.0863370743648245,-0.1861842377728615,-0.0794809850332137,0.3111531385871827,0.063677564961611,0.0307572270208802,0.0003533106533274,-0.3448687265371674,-0.0194094565533469,-0.0052059147892363,-0.3736604577591631,-0.2774378337073775,0.1218912271981815,-0.0051697706757564,-0.0796510421540934,-0.128354977317328,0.0233598190107586,0.1571375505931846,0.1289789566998092,0.0712042695947979,-0.3230268596440762,-0.0463591438533467,-0.0617124216788536,-0.1202903093975786,-0.06279097498938,0.1926758165066557,0.1400178655276263,0.0326099159329354,-0.0677730811624846,-0.126992186524049,-0.0045170904366853,-0.0169164390280085,0.0619763709540399,0.1993637524012622,0.0378242479098203,-0.233347499369815]"
5500,5500,i,44.961058,231.329772,15.712589,0.605545,63729.250757,1.533231,40.958574,336.622413,49.041426,"[-0.1802055585014202,0.0819808596043948,0.1176216099824789,-0.1106267703181864,-0.0841427499600572,-0.0831532362587468,0.1404480486099204,0.1710927570117957,-0.0483465137438313,-0.1122616106098347,0.0962193633645648,0.1877950914970243,-0.196411275534439,0.0214744919437988,-0.1070147737555198,-0.4283144925415405,-0.1191773122954651,-0.0879757394772743,-0.075628597724393,0.2417079867602952,-0.1934083840114558,0.0746512410841496,-0.0995717827769904,-0.061911432997587,-0.2326075369894608,-0.0391383750095843,0.0110640999087111,-0.026394194877753,-0.0091969019467363,-0.1193413158329285,-0.1390147880444425,-0.1656627998293461,-0.2048909713405292,-0.040033105434855,-0.0264454764637843,-0.0797866242591372,-0.3289572780982124,0.0299395396915064,0.1069886292709214,-0.0961579218179825,-0.1608696146750341,0.050382956164417,-0.1373779192924339,0.0058535856923469,0.1192212694807367,0.035605876574323,-0.0301148221168586,-0.0191411056683364,-0.0818408801277931,-0.082728659708286]"
5501,5501,y,58.507526,341.420636,-17.794319,0.871172,60927.279544,1.233504,54.387468,282.176127,35.612532,"[0.2081163514411061,-0.0896462326062163,0.1505343279920472,-0.0418433655554429,0.2291810435229869,0.0615850588464528,-0.2606891042956375,0.1984944927321096,-0.1856924447877481,-0.2118570616497988,0.3114107307201956,-0.1558651106483807,0.0506367682810699,-0.0353131484539358,-0.1261817769072973,0.0085016173760935,-0.0018174819225965,-0.0850523344067917,0.2640526812954542,-0.057094774242397,-0.2018798619305039,-0.0100997804356337,0.0680567330181733,-0.0849672504799286,-0.3097427064548153,-0.0940090102469449,-0.1503944946781958,-0.1098965504505326,-0.0870466655138796,-0.1131969357992065,0.1388376446203723,0.2294510476665829,0.0872599076198322,-0.1494364680295295,-0.0221829713042467,-0.0563146723635758,-0.0690308668815079,0.0724983040279874,0.0302479714974361,-0.2566821647945495,0.2915162501382259,0.1809618519909153,0.2035250735418961,0.0677107861966486,0.0042919401405541,0.07262390700805,-0.005666866703539,-0.0118218446827052,-0.0554383047087012,-0.147854444076358]"
5502,5502,z,80.653675,168.760353,-58.481701,0.733127,61176.971823,1.155241,59.76357,164.211021,30.23643,"[-0.0063347134462392,0.0427934153843989,-0.0073349396366706,0.0055612195860541,0.0194693820109467,0.0073538306141678,0.0194954632448203,-0.0119355490105399,-0.022482235435917,-0.0157198327598425,-0.0532205034013753,-0.0752872103108111,-0.1112631093445352,-0.0016038509220956,0.0316638605294632,-0.0141616527934951,0.0253528219751203,0.002696582334713,-0.0144295025962654,-0.0018960364392599,0.0451602298775184,0.0101914341707332,0.0083957245647359,-0.0304678207002619,0.0228161006137945,-0.0164161848895244,0.0125789606765321,0.0232242788829649,0.010418261533589,0.0459730739373927,-0.0526489428872369,-0.049408363592327,-0.0062171063249311,-0.0034174741574915,0.1605207055294118,-0.0609574010001052,0.1200143338994771,0.0101832741920997,-0.0035399371020487,-0.1718765219535403,-0.0589232903484648,-0.0057491709991139,-0.0304421208684271,-0.0250318939298469,0.0611058062226057,0.0624115648816404,0.0218689595793786,0.0328019216780905,0.1026355836396828,-0.0830157005931608]"
5503,5503,r,-9.054434,348.81302,-26.583043,1.291289,64165.259148,1.088723,66.282356,87.256266,23.717644,"[0.013879729786403,0.0064143267676283,0.0092801870408719,0.015353174592946,-0.0150271735557867,0.0192510263937638,0.0085840250361209,0.0234248194377155,0.0141868962380287,-0.0038184960526618,-0.0265536219367576,0.1020272618916626,-0.0361213196301423,0.049005849523877,-0.0539406572604394,0.0658299087217801,0.0266889480091041,0.0114262908306276,-0.0842080437637292,-0.0364160921511101,0.0240139683392823,0.0395624316799224,0.0021044004422097,-0.0128897569429117,0.0118447687686108,-0.02389301853897,0.0379923179213542,0.0318308876668963,-0.0044517887456542,-0.0310259027603473,0.0965613174543481,-0.0245889067822532,0.0257130475283646,0.0127642213434685,0.0413568045234991,0.0078913359608739,-0.0122490096232818,0.131171185312505,-0.0267941494704108,0.096085795115887,0.0559652540195807,0.0075409793608047,-0.0118536277648178,-0.0105230446430819,-0.05437864163358,0.0358615232657002,-0.0020558936412796,-0.0704043746649786,-0.0252935393031918,-0.0600508157790491]"
5504,5504,z,-67.40735,187.19275,-46.222608,0.653987,64056.037685,1.366316,46.732892,127.147632,43.267108,"[0.0270630996300837,-0.0082614687848961,0.0124119518330325,-0.0207613813593286,0.0318302219656388,0.0124324780948212,-0.0350254099979048,0.0252764098441749,-0.032348080386076,0.0031416147284051,-0.0419813710653812,-0.0038363807493316,0.0422353651168891,-0.0186879893558785,0.0301216180850142,0.0272278243437145,0.0224106626969682,0.0123048136184586,0.0004691452487739,0.0017631008504499,-0.0276754965503195,0.026845075465158,-0.0001883178301153,0.0008733513145569,-0.0202388830649562,0.074925594048015,0.0101437490748296,-0.0213074382292963,0.0270526370936454,0.0431737410547925,-0.0966705432388651,-0.027358535382241,-0.0021384938411957,-0.0469139446856664,-0.0702543337163722,-0.0297075994687465,-0.045793147888819,-0.0125595130534812,-0.0039153573763271,-0.0031229671208755,0.0861869226717038,0.0109599107346209,0.0032423801056868,-0.0062449360655102,0.0261078287836577,0.0339701025920364,-0.0184831675826083,-0.0758288634615,-0.0096741814599545,-0.0648078256647762]"
5505,5505,g,60.947474,246.92345,-18.923958,0.573621,62624.30122,1.038688,74.628992,314.400702,15.371008,"[-0.1294907273999235,-0.2444405353412024,0.1314552759135168,-0.0117100949720829,0.2952506711048453,-0.0290494194821627,0.0082063750359708,0.1330406146703879,-0.0653611758236722,0.0610706424963436,-0.2284065129456275,0.0350703649412559,0.3634745745899163,-0.0455957431512643,0.0051667337521906,0.1882581183804097,0.0386585684646672,-0.2257271193022403,0.1227118963189866,-0.2271047810788014,-0.1018997047595661,-0.2371899249516009,0.3063424371932766,-0.1680049511787271,-0.3627525270889543,-0.0222699969646944,-0.0040825121796882,0.1164791460654997,0.1479591034355808,-0.1837356295349225,0.0078228186916832,-0.0801895127580498,-0.2302544040550476,-0.0529582057070465,-0.3099377485766124,-0.0309862426546742,-0.2470778892019904,0.0853508118886642,0.0920533763872484,0.0040523834986559,0.0264805049156801,0.2406516877205677,0.2493688189766737,-0.1026041287810049,-0.0796003264895353,0.1206991485978931,-0.1800359161451628,-0.1974827910505366,0.1592228858800984,0.0464049415420916]"
5506,5506,r,-4.410741,278.460626,-68.859744,0.774776,61281.011145,1.284806,51.082847,175.013429,38.917153,"[-0.0751769974756615,0.0443712502532116,-0.0591137877694413,-0.0704725659278853,0.0836379439201122,0.0353616273306885,0.0345923113003946,-0.0505919005489492,0.0586969317465658,-0.0095909659658888,-0.124609268098027,0.2645984567880258,0.2899890352535156,-0.0065058629268429,-0.0167095784256102,-0.108958652696896,-0.0357676052337204,-0.0905386999858083,-0.0240690901048046,-0.0716455741022573,-0.0516689946584541,0.186274362078441,0.0023279596381503,0.0710881651710516,0.0536045214516519,0.0691204080830847,-0.043448147319523,-0.1217283263169711,0.0338920250093877,0.2031376282269764,0.0443509920532956,-0.1200210806970985,-0.0045166360650275,0.0810957949592281,-0.1982319427674792,0.132011300818462,-0.0102075827805585,0.0925474962204042,0.1013887299032098,-0.0425510586414858,0.0907412065250548,-0.0553051750067554,0.1029659338392117,0.094365855539849,0.0701221438011676,0.0238082385907674,-0.0621959285277035,0.0184385829169676,0.0896732040148643,-0.0598370452220133]"
5507,5507,r,-27.167104,49.414805,-16.157131,0.628021,60967.294445,1.057217,71.163465,315.819193,18.836535,"[-0.0651676483444561,0.1393202572202821,-0.1689221105107382,0.4099898788737203,-0.2006383124526771,0.2425987725997715,-0.0308086874712849,-0.1185411452092353,0.2260435722965574,-0.0217197327521218,-0.2093238556980177,-0.0060627664661295,0.2966541615823942,0.1607648692015184,-0.088911552996264,0.2227386480645376,-0.0517473192633779,0.1224117615035262,0.0608219366417979,-0.0883783010290198,-0.0560238081523938,-0.0781538469900614,-0.0924470555056846,0.0200137114219159,0.0186615753276038,0.0152561239871023,0.0570962448727502,0.0393430875087396,-0.1025704975106969,-0.2318819728894744,0.1844506353485947,0.0816150213508696,-0.1417873238623756,-0.0917712382582649,0.048598214386166,-0.0100519460916602,0.2776621038042276,0.1376032681372889,-0.1241373506488365,-0.0056622312658238,0.1731335158640057,-0.0395678476217385,-0.2455224963531739,-0.0458886978708262,-0.1203179861755579,0.0206504679067159,0.1509440038931656,-0.0628861228360213,-0.1200124927510978,-0.1303968150908391]"
5508,5508,r,-12.929222,237.85232,-7.436327,0.521054,62331.005835,1.117315,63.409143,34.31726,26.590857,"[0.0589450979277798,-0.0441737584868459,0.0962282023374161,-0.0917057975094705,-0.0725835311888169,-0.069434045481026,-0.0480926695024568,0.1868716592613408,0.0989064074712249,-0.1361004636522388,0.1841125534697786,0.0674502826320685,0.1182968417710713,-0.016841117708476,0.003065039305407,-0.0176960238904183,-0.071830043914613,0.0256164817007091,-0.207978566089792,0.0378820817425641,-0.0764482195028364,0.0023856416051822,-0.0771848409269385,0.0827256107759033,-0.1273566225532872,0.0770206682371092,-0.0276586330173985,0.0055607057677008,0.0462594891562734,0.0345091348349364,0.0136534182306123,-0.2156018553722925,-0.0681882320030476,0.0347388296660995,-0.3865065655016569,-0.0385795078831399,-0.1495425995928014,-0.1302077112384794,0.0248102680312191,-0.0033217904841369,-0.084962852500961,-0.145574431178337,-0.0512210058091696,0.0558862205081012,0.0523691736563722,-0.0117501040017348,-0.0687802546415436,-0.2238887377511945,0.0530624230004558,0.0436170060213635]"
5509,5509,y,-17.689645,293.352346,-12.743986,0.816892,63458.195583,1.183662,57.954474,296.925593,32.045526,"[-0.0276313814335074,0.0128224785103793,-0.005307042206322,0.0096031144974889,0.0103143333623082,0.0606798080001971,-0.0267420733755828,0.0155814870661482,0.0261347212447806,-0.0034609255200759,-0.056473847586996,-0.0742089449129003,0.0499432326598811,-0.0567438817562744,-0.0582275581604166,0.088176465921625,-0.0620161067526421,0.0033940546659721,-0.0115514623721345,0.0280200511615914,-0.0815060012367072,-0.0034131836902777,-0.0455685262383298,-0.0210362914917434,0.0543318638810988,0.0570541009195911,0.0335215411808386,-0.0014674486383961,0.0133502371986036,-0.0555938844516073,-0.0777054225764089,-0.0083758352471742,-0.0231934901699667,0.0148762267022192,-0.0635871525564923,0.0283000534961366,-0.0393481814246106,0.0099680902027004,-0.0062333092146771,0.051627392874129,0.0205790095346326,-0.0190769615382451,-0.0275594362037208,-0.0191472165793948,-0.0454871561605406,-0.0044985207796327,-0.0079313193905684,-0.096867670373353,-0.0741074979121404,-0.0587675116650421]"
5510,5510,z,89.396881,326.103369,-49.312441,2.25341,63419.372525,1.10656,65.002353,214.750556,24.997647,"[0.3830639987779561,0.1018505046266906,0.2944587076073185,-0.2634934359158503,-0.0892903676848618,-0.0394652029607342,-0.1023640019155434,0.1566357817657473,-0.3402072150850468,-0.0914604769376299,0.2464123079416361,-0.136113772437478,0.0907878011515633,0.1080347120235785,0.2084279935119487,0.1805889001025424,-0.0948174925032346,0.0651063422463003,0.1549622181513808,-0.0435440347508142,0.0571783188316745,0.3865636881901131,-0.092523172430227,-0.0417715939264786,-0.0822146627382723,0.0046021177241251,-0.1764337747771599,-0.1796434883313305,0.0224530633753747,0.2590160825382928,-0.1250560221744474,-0.2126799148938035,0.1374184922387518,-0.2395605180258801,-0.1962265955097754,-0.014182950814105,-0.3412325803282822,0.0059865332647874,-0.1063381664796783,0.2306723662156113,-0.0282019933974064,0.0602565979871217,-0.0997976909787183,0.1464683250194705,0.19872494319071,-0.0039456841987874,-0.0587198103970458,-0.2178198981779961,0.0561839648497335,0.0063724679966376]"
5511,5511,z,-86.538381,201.025863,3.971556,0.906226,61518.206812,1.243512,53.626329,337.155965,36.373671,"[-0.1272264245495686,-0.1099715770257096,-0.1334370417905931,-0.3265881271600754,0.0206472766592504,-0.1437168590385352,-0.1020128913860067,-0.1145613632915831,-0.0310234829505915,0.1173075311381113,0.1400392070944418,-0.0567863046197747,-0.0312770179951677,-0.0122891888312338,0.0574337897106246,0.064249187356143,0.1571255686992555,-0.0413029165190333,0.0923050452233813,0.0106981518956136,0.3334164771547003,0.4228832470833877,0.0142129122245455,-0.1149886836144178,0.2198816652279133,-0.2252029065909087,-0.0049460985859829,0.0718062088690757,0.025828013317155,0.3329932875872801,0.0057124869594397,-0.1091610936098509,0.1703335646776059,0.1001376091009249,-0.4424608377929505,0.1184174303535917,-0.2707914974091414,0.1543302090877872,-0.0180392918521833,0.3059205045454138,-0.2515718464788598,0.106729665283373,0.0142360844007972,0.0745584032823631,-0.0835915038304985,0.0197939005248914,-0.0358237529970641,-0.1721574311834777,0.1209395806273046,0.0082068344632995]"
