ordinal,day_obs,build_used,branch,visits,pairs,first_mjd,last_mjd,mean_mjd,resid_rms_z5,corr_z5,resid_rms_z6,corr_z6,resid_rms_z7,corr_z7,resid_rms_z8,corr_z8,resid_rms_combined,corr_combined,cwfs_resid_rms_combined,cwfs_corr_combined,block_index,display_x,panel
78,20251026,False,danish,12,27348,60975.26545373325,60975.2842185715,60975.27482722996,0.08424877182159468,0.7188678409800454,0.07821647954320853,0.7610573541001883,0.05847748342057591,0.8649388931094164,0.07650117545512451,0.7333507679573844,0.07497952910428245,0.7695537140367587,0.08288447610609319,0.8025278947278662,29,39.55012430329225,0.0
79,20251026,False,danish,12,32435,60975.3229562989,60975.34137822765,60975.33216642038,0.11148510017709515,0.5992509275483512,0.08943303574753354,0.6558481046136063,0.08779129978961295,0.7057191640830499,0.10985590613031551,0.4181886659928327,0.1002532142564254,0.59475171555946,0.08593526261751312,0.8412690609503516,30,40.92626487350208,0.0
80,20251027,False,danish,6,16399,60976.0745563073,60976.09587703355,60976.08517934915,0.1188735815823976,0.5413794503903642,0.0986947210886679,0.6373490934520838,0.0999124264065918,0.6239087324753928,0.10813469364296856,0.48805367697876284,0.1067089280340546,0.5726727383241509,0.10918216572252137,0.7045696841806978,31,43.785358604550126,0.0
85,20251107,False,danish,12,31672,60987.086158736696,60987.10644909125,60987.09629901234,0.1125451926940138,0.4915361849066407,0.11790796557218372,0.6277787650758399,0.0570224898377478,0.8711181326487049,0.10163499913118103,0.4610321631071538,0.10018725734792222,0.6128663114345848,0.09455954050944536,0.6985370971234682,32,46.59933373345993,0.0
86,20251107,False,danish,12,31204,60987.1475216923,60987.167849336445,60987.15769787944,0.10635704514440365,0.4969779468557261,0.11399681901951192,0.6229026738448527,0.05168079121899634,0.8970666116131123,0.09557941903281982,0.5391308094739478,0.09501766325542968,0.6390195104469096,0.0893210585036693,0.7026934536833246,33,48.07290654393145,0.0
92,20251112,False,danish,12,34620,60992.306716787,60992.32723179375,60992.31696192536,0.05843797459021653,0.854588534399398,0.060708943183578966,0.8518746124190822,0.045879496514884106,0.9209362796200046,0.06527089219575481,0.8207042935719662,0.05802109578671132,0.8620259300026127,0.05138628302622739,0.892931295837866,34,50.885957554657935,0.0
94,20251114,False,danish,12,35157,60994.3019223531,60994.3221660778,60994.31204404584,0.07852807867327946,0.7275946931757166,0.0777898182597231,0.7264165762958333,0.07436712629419719,0.7763564499751785,0.09369940578820918,0.5865557542036629,0.08143703562157403,0.7042308684125977,0.06634377650885107,0.8614283226429621,35,54.43625024434294,0.0
117,20251219,False,danish,12,34574,61029.238876196,61029.259608592605,61029.24925316952,0.1325910907322201,0.2369364679395073,0.12222049782709907,0.217620624260179,0.08759952823217096,0.6991925146992423,0.12965493986175722,0.24171468085846703,0.11937580178549435,0.34886607193934893,0.0986551374940342,0.5946242443942668,36,57.986512920178924,0.0
122,20260315,True,danish,12,31650,61115.09671723195,61115.11601878335,61115.106376260745,0.08381203452401925,0.6772982668692107,0.10090063071312125,0.42661609877717804,0.07385718840358846,0.7716185429018155,0.10322664631861797,0.49082235004909286,0.09126338148243422,0.5915888146493243,0.0783517771835968,0.7530002389133637,37,0.23181669105542824,1.0
123,20260315,True,danish,12,32650,61115.1379267094,61115.1572256458,61115.147564375635,0.08927105062949178,0.6258425667946357,0.09262839025018195,0.5490379388087394,0.07478478119887784,0.7771947395804846,0.09602050133737716,0.5473709705944627,0.08854665343320232,0.6248615539445805,0.06859676514238662,0.8177040107005189,38,1.2203314484213479,1.0
